frame_id,review_id,window_id,target_seconds,source_seconds,width,height,image_path,image_sha256,source,source_sha256
R3-02_t20,R3-02,jiufu_7cb985938d0a6a_first30,20,19.94833333333333,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-02_t20.png,352ef079ed9033d8b114b5745fec56c418a21a0e8d6326aebe701c0a5289272e,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_7cb985938d0a6a_first30\frames\frame_000174.jpg,8741a85bf4d1d2f66d7d58a299f4635c9fc771558c8de9f5e876e25b261e4bf4
R3-02_t25,R3-02,jiufu_7cb985938d0a6a_first30,25,24.951666666666668,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-02_t25.png,13e39e5d01e955b7cd66910e685eb89e84129eb665584e4eac8021a2a6e4273e,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_7cb985938d0a6a_first30\frames\frame_000217.jpg,f045592d6fb3448d2d46184ab187688baed7c18dc6bc2bc6bf6a884f7ceeea8a
R3-03_t00,R3-03,jiufu_2aaced556ff39d_first30,0,0.0,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-03_t00.png,fc9942ae6b7690db5779b710065da6dea21c2b758b9527d5a1defe47642ef2c7,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133413-957.MP4,999a7a0653e9603aed4e24fc3bbefa39eb59ffb2deb413d7e2dd1346f188c196
R3-03_t05,R3-03,jiufu_2aaced556ff39d_first30,5,5.071666666666667,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-03_t05.png,51779ddbf8a61331fdc21a6106913f8384895c1e2fc63fd81c8960a938a1a046,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133413-957.MP4,999a7a0653e9603aed4e24fc3bbefa39eb59ffb2deb413d7e2dd1346f188c196
R3-03_t10,R3-03,jiufu_2aaced556ff39d_first30,10,9.998333333333337,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-03_t10.png,fb682667c1389198a4f81adf3f1f99b1b2a93f0c71d4e791d819ce92d1bdcb2b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133413-957.MP4,999a7a0653e9603aed4e24fc3bbefa39eb59ffb2deb413d7e2dd1346f188c196
R3-03_t15,R3-03,jiufu_2aaced556ff39d_first30,15,15.031666666666668,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-03_t15.png,04b2d989127a75c658e0c9fecc397696e7232d7fb2ad30cd40ec22eca4f7fc86,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133413-957.MP4,999a7a0653e9603aed4e24fc3bbefa39eb59ffb2deb413d7e2dd1346f188c196
R3-03_t20,R3-03,jiufu_2aaced556ff39d_first30,20,19.94333333333333,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-03_t20.png,04f1ec13c6f5644fe098c9c6676521225c0c8b8e0a047c49cb99c8c63c720f56,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133413-957.MP4,999a7a0653e9603aed4e24fc3bbefa39eb59ffb2deb413d7e2dd1346f188c196
R3-03_t25,R3-03,jiufu_2aaced556ff39d_first30,25,24.96,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-03_t25.png,2e985607743fda9800b9c505e0392cecdf7e6b5cdd700474035b8749be9ae1cd,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133413-957.MP4,999a7a0653e9603aed4e24fc3bbefa39eb59ffb2deb413d7e2dd1346f188c196
R3-05_t00,R3-05,jiufu_0d1522aef374ec_first30,0,0.0,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-05_t00.png,c4b81310d259e1f84b849f1ccd3b4e757f30f61e0468756d837ea3bdb25fa54e,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_0d1522aef374ec_first30\frames\frame_000000.jpg,b8550dc536ba0f283836932ce21e9727997c9f8300933b7ed51e04ca271f4e20
R3-05_t05,R3-05,jiufu_0d1522aef374ec_first30,5,4.903333333333333,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-05_t05.png,ad244293d29f6cf0fe42b55029cc051238b508a2e9d39e7b590a21d159df8c32,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_0d1522aef374ec_first30\frames\frame_000043.jpg,a6e12bf9889d7f06ab119d44bd97e79df42bb0c82be4f053e1fb0b4745743a6a
R3-05_t10,R3-05,jiufu_0d1522aef374ec_first30,10,10.028333333333334,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-05_t10.png,296564d86e2940a4002d22bad48f47dfda502dd5e1ff87090ca119abc7bd216f,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_0d1522aef374ec_first30\frames\frame_000087.jpg,5a30aedbb250082d423417be2ac32a5c1cc6eff10619a426c1aa0c1adbf825cb
R3-05_t15,R3-05,jiufu_0d1522aef374ec_first30,15,14.901666666666667,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-05_t15.png,8ff8ffc812367063c054443134cbfc51add765774f6321b5b2b762b5e15b5822,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_0d1522aef374ec_first30\frames\frame_000130.jpg,d995d582a584924561246aefdef30ea5471f84dd336798b8be793036181ea7ca
R3-05_t20,R3-05,jiufu_0d1522aef374ec_first30,20,20.03666666666667,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-05_t20.png,295de5c421779e6e55767748b393455f5f2cb17be84035df8e84ff07f44ab79c,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_0d1522aef374ec_first30\frames\frame_000174.jpg,0ff3b99cfb2702db46c64eff23dee5041db01e5bae92b23a2804d9ff077f8777
R3-05_t25,R3-05,jiufu_0d1522aef374ec_first30,25,24.94166666666667,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-05_t25.png,485a04ec3ee6abfaa1981c2981bd2585cfb4867d11ab35751de48051856534c4,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_0d1522aef374ec_first30\frames\frame_000217.jpg,a47b59b6cf927d9b025620631c0c53f03742f249eb8cb431d5f47a65493765a4
R3-06_t00,R3-06,jiufu_6328167f32f25e_first30,0,0.0,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-06_t00.png,8145bf01363014d5bdf47e840e034ed2527a976ab80353e6afcba06eec4b3f34,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T114908-1371.MP4,c2632ec86124126fa4261f41c0e0f5dabfba1920d1bc13ea30237eaf4ee22962
R3-06_t05,R3-06,jiufu_6328167f32f25e_first30,5,5.023333333333333,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-06_t05.png,f1ef36b42f9fdba48d5b4339b3dd5b7c8d3ca937ab0b3f129466934dee44b065,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T114908-1371.MP4,c2632ec86124126fa4261f41c0e0f5dabfba1920d1bc13ea30237eaf4ee22962
R3-06_t10,R3-06,jiufu_6328167f32f25e_first30,10,9.973333333333334,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-06_t10.png,3838ebb701c7ddeff541b42d52ac071e1dc68a1dc16c39946b4d25c01b926ffa,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T114908-1371.MP4,c2632ec86124126fa4261f41c0e0f5dabfba1920d1bc13ea30237eaf4ee22962
R3-06_t15,R3-06,jiufu_6328167f32f25e_first30,15,13.933333333333334,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-06_t15.png,71b35b1cae5ef1c4bf15b7ac040e1277434430aef9b9a913735c3d79fefb75a0,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T114908-1371.MP4,c2632ec86124126fa4261f41c0e0f5dabfba1920d1bc13ea30237eaf4ee22962
R3-06_t20,R3-06,jiufu_6328167f32f25e_first30,20,19.9,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-06_t20.png,4938140a1b0c99a7ed0108b1d0c661c9a98de942fc950667598ee9b75c8e0e61,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T114908-1371.MP4,c2632ec86124126fa4261f41c0e0f5dabfba1920d1bc13ea30237eaf4ee22962
R3-06_t25,R3-06,jiufu_6328167f32f25e_first30,25,24.996666666666677,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-06_t25.png,3010f320e9aff23b1e349866a97492da90581eb843c5f7db8188d16c45c5cb21,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T114908-1371.MP4,c2632ec86124126fa4261f41c0e0f5dabfba1920d1bc13ea30237eaf4ee22962
R3-09_t00,R3-09,jiufu_440a29cebcae1c_first30,0,0.0,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-09_t00.png,166096c70d8ce55080482c7608669c09fa607d0e328ff05c7570e880cc2089c1,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_440a29cebcae1c_first30\frames\frame_000000.jpg,89bb3c46c01e82220ded4182ae757a91eb25ea9dcb3e9c221faccb6b99c11bab
R3-09_t05,R3-09,jiufu_440a29cebcae1c_first30,5,5.021666666666667,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-09_t05.png,4607ef2dd86d20a1fabe781a5fb38e96387a4c03b0f060f85fae66584b658d89,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_440a29cebcae1c_first30\frames\frame_000043.jpg,0cf6a3f5b9adf8083e0d079d1612ece2ffcc2d4b5f847654e0c8dd2ec479e8b3
R3-09_t10,R3-09,jiufu_440a29cebcae1c_first30,10,9.966666666666669,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-09_t10.png,9ef4b7fcbeec80b8620d93cde11dd679349529f74a2446d9ddf0974ad16e6d8d,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_440a29cebcae1c_first30\frames\frame_000087.jpg,3f63048ce015aa795897d3300e8f0db419c0c7847f23c01c2ef26732bf959908
R3-09_t15,R3-09,jiufu_440a29cebcae1c_first30,15,14.911666666666669,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-09_t15.png,3c3bb788cd66f3212c41883203ce1c94f6b936b8a05d034c88ed7586a5efb4ee,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_440a29cebcae1c_first30\frames\frame_000130.jpg,65ea24147ced517ad3932ac04720b94102db7a6620b9b5253b75169cf22adc02
R3-09_t20,R3-09,jiufu_440a29cebcae1c_first30,20,20.00333333333333,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-09_t20.png,e9db2ed1d17d208f6edccfac0af68ec06a222badfd93e240ca57b7c522a8c08d,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_440a29cebcae1c_first30\frames\frame_000174.jpg,be82f44453ae8ab8f278ac2d65d3b8b12e29a9b3c112e072ea3be28ce10746ba
R3-09_t25,R3-09,jiufu_440a29cebcae1c_first30,25,24.923333333333336,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-09_t25.png,a48ee0e57035cb5da2a1e897c6b009916e097b82a38263e8ab4c957778fc0502,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_440a29cebcae1c_first30\frames\frame_000217.jpg,dc731490b3cb614758fb7d6c52b09f7d29d8e01e9f8a573132ebe3f47c74bb75
R3-10_t00,R3-10,jiufu_f920435ef76ec4_first30,0,0.0,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-10_t00.png,7bd08db9c7858870edde65b60ec75f00f8a3e4a004c4f19be63fbc6999731ecc,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_f920435ef76ec4_first30\frames\frame_000000.jpg,b4c18e7a3dc217a62d0d781c0e972686f7afd6146c298fe0eb54c2c29bd838d4
R3-10_t05,R3-10,jiufu_f920435ef76ec4_first30,5,4.906666666666667,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-10_t05.png,47c067c1fbd0ca51cf6ee384ebde064178ba82b2ab7798ae2e1fbafd7c14d7f3,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_f920435ef76ec4_first30\frames\frame_000043.jpg,0ca2ab864dca7740649a1240d225b0b51de404b3caf371ece503f53b010a5249
R3-10_t10,R3-10,jiufu_f920435ef76ec4_first30,10,10.043333333333337,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-10_t10.png,86ff2d49aafdb12754a6a888e62f633f819a19c872623a320f62a535ed80c6b4,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_f920435ef76ec4_first30\frames\frame_000087.jpg,fe8651c25472ba2b03cb2e371c6f4cd337dadcbecee7b1fd0c5df30eec06c831
R3-10_t15,R3-10,jiufu_f920435ef76ec4_first30,15,14.941666666666668,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-10_t15.png,09df9dd15f373f352c6ff5084c1789e5fec0187dcadec046655e9cd523501cb8,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_f920435ef76ec4_first30\frames\frame_000130.jpg,1a724af00920e026879e98dd00bb0cf363af6c16515f9868abb31ff55260cdbd
R3-10_t20,R3-10,jiufu_f920435ef76ec4_first30,20,20.026666666666667,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-10_t20.png,d4071c8f0e2dad7f6f8bdc0c1acb77a1dd12aad14371971156cd12b1767d19dc,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_f920435ef76ec4_first30\frames\frame_000174.jpg,8f8f0b2729788bae3a45ede103947a27346122ac64b5298362ac2725684f7d7b
R3-10_t25,R3-10,jiufu_f920435ef76ec4_first30,25,24.971666666666668,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-10_t25.png,93358161a8272bb031bde9b9623285a08f6848a091c63531ae83eb6b26d25d14,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_f920435ef76ec4_first30\frames\frame_000217.jpg,44ab3a455fe3c913a1481d9316cbc7c2c7334bda65be01981512934711e9c218
R3-11_t00,R3-11,jiufu_13f838ff73e069_first30,0,0.0,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-11_t00.png,34ff71816692a40b3a2d397217102ce1bf6b067d79a403b67bdb91fda6236767,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_13f838ff73e069_first30\frames\frame_000000.jpg,bbe6b4a5140a8a384609e925065655811bd81a9b685075a36b0c28459ad39e52
R3-11_t05,R3-11,jiufu_13f838ff73e069_first30,5,4.911666666666667,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-11_t05.png,d41833acaa642316f9d8110344d078210de283f27f26a64bf22d3f4438c21cfb,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_13f838ff73e069_first30\frames\frame_000043.jpg,7c58323bff9af23e34fc9366aba1539e89320215de5d0dd56bedb0982c0b8595
R3-11_t10,R3-11,jiufu_13f838ff73e069_first30,10,10.043333333333337,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-11_t10.png,a61d68a697665971068c1049754df6e5b27a6431e31bbca23df2366666287962,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_13f838ff73e069_first30\frames\frame_000087.jpg,d69d034a228aedd9c1b7f6a997789d6c846c88e689ccb343a48af936c910cb3d
R3-11_t15,R3-11,jiufu_13f838ff73e069_first30,15,14.928333333333336,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-11_t15.png,ce6cb6200998e23d55056e35f67e84ee5ec6786af9a385a448425bbb48d65add,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_13f838ff73e069_first30\frames\frame_000130.jpg,aebc9a1809c73e3b6b6605b0c45d838645652976156f3ec55f7d6e0f39b427d8
R3-11_t20,R3-11,jiufu_13f838ff73e069_first30,20,20.07333333333333,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-11_t20.png,2c75e3795c761affa1b580330171b2c40f35e3c7b8b08d71f7e4890badc6b5e2,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_13f838ff73e069_first30\frames\frame_000174.jpg,60b9b89b8904d723346d93e940785557574c2a47ccbdd5fb5e5aad5b4d5c6750
R3-11_t25,R3-11,jiufu_13f838ff73e069_first30,25,24.87833333333333,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-11_t25.png,5737926c321a8eae12473fc323ae2ea19d5a6b13421e2ff9ee59968242e38061,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_13f838ff73e069_first30\frames\frame_000217.jpg,cd3b72b8f58d5fd6635a53b32313d90fd567c352600b700056ce51447c972825
R3-14_t00,R3-14,jiufu_4f7144680fca9d_first30,0,0.0,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-14_t00.png,4c830d877383e41bf506314269d0cc16eb55b8890f5031946d1b0482ed4635cf,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134435-583.MP4,669d0f1fdbb08315f1d5f6d28184f079b0748106c62f52bf30e8bfe4712dc1d7
R3-14_t05,R3-14,jiufu_4f7144680fca9d_first30,5,4.916666666666667,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-14_t05.png,da02787b1011a330d15c65fb8b8c7a9afb1c2a7abe41a0ad0cb1530831a5bd30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134435-583.MP4,669d0f1fdbb08315f1d5f6d28184f079b0748106c62f52bf30e8bfe4712dc1d7
R3-14_t10,R3-14,jiufu_4f7144680fca9d_first30,10,10.061666666666667,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-14_t10.png,355ed7357e7c773c3fcaf170a18ce494d72e3d7fb949afc145517f2bdb692d06,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134435-583.MP4,669d0f1fdbb08315f1d5f6d28184f079b0748106c62f52bf30e8bfe4712dc1d7
R3-14_t15,R3-14,jiufu_4f7144680fca9d_first30,15,14.061666666666667,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-14_t15.png,cc973ec4bf79006f792f5cbd82d4cbb2e31ec3f0a2bef6b7c2517b033bfbb6da,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134435-583.MP4,669d0f1fdbb08315f1d5f6d28184f079b0748106c62f52bf30e8bfe4712dc1d7
R3-14_t20,R3-14,jiufu_4f7144680fca9d_first30,20,19.96333333333333,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-14_t20.png,849bc26c6ac5c3dbd55cf5d8ffa3a74c0534ff406a483210fdb348b48189a247,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134435-583.MP4,669d0f1fdbb08315f1d5f6d28184f079b0748106c62f52bf30e8bfe4712dc1d7
