frame_id,video_group,partition_group,proposed_fold,status,reason,json_path,current_image_path,current_label_path,legacy_txt_version_unresolved
16170075_frame_000075,16170075,16170075,4,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000075.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000075.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000075.txt,True
16170075_frame_000078,16170075,16170075,4,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000078.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000078.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000078.txt,True
16170075_frame_000081,16170075,16170075,4,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000081.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000081.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000081.txt,True
16170075_frame_000084,16170075,16170075,4,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000084.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\16170075_frame_000084.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\16170075_frame_000084.txt,True
16170075_frame_000087,16170075,16170075,4,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000087.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000087.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000087.txt,True
16170075_frame_000090,16170075,16170075,4,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000090.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000090.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000090.txt,True
16170075_frame_000093,16170075,16170075,4,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000093.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000093.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000093.txt,True
16170075_frame_000096,16170075,16170075,4,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000096.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000096.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000096.txt,True
16170075_frame_000099,16170075,16170075,4,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000099.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000099.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000099.txt,True
16170075_frame_000102,16170075,16170075,4,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000102.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000102.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000102.txt,True
16170075_frame_000105,16170075,16170075,4,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000105.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000105.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000105.txt,True
16170075_frame_000108,16170075,16170075,4,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000108.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\16170075_frame_000108.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\16170075_frame_000108.txt,True
16170075_frame_000111,16170075,16170075,4,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000111.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\16170075_frame_000111.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\16170075_frame_000111.txt,True
16170075_frame_000114,16170075,16170075,4,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000114.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000114.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000114.txt,True
16170075_frame_000117,16170075,16170075,4,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000117.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\16170075_frame_000117.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\16170075_frame_000117.txt,True
16170075_frame_000120,16170075,16170075,4,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000120.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000120.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000120.txt,True
16170075_frame_000123,16170075,16170075,4,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000123.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\16170075_frame_000123.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\16170075_frame_000123.txt,True
170272_frame_000000,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000000.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000000.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000000.txt,True
170272_frame_000003,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000003.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000003.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000003.txt,True
170272_frame_000006,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000006.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\170272_frame_000006.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\170272_frame_000006.txt,True
170272_frame_000009,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000009.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000009.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000009.txt,True
170272_frame_000012,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000012.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000012.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000012.txt,True
170272_frame_000015,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000015.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000015.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000015.txt,True
170272_frame_000018,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000018.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000018.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000018.txt,True
170272_frame_000021,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000021.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000021.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000021.txt,True
170272_frame_000024,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000024.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000024.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000024.txt,True
170272_frame_000027,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000027.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000027.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000027.txt,True
170272_frame_000030,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000030.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000030.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000030.txt,True
170272_frame_000033,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000033.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000033.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000033.txt,True
170272_frame_000036,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000036.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\170272_frame_000036.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\170272_frame_000036.txt,True
170272_frame_000039,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000039.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000039.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000039.txt,True
170272_frame_000042,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000042.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000042.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000042.txt,True
170272_frame_000045,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000045.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000045.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000045.txt,True
170272_frame_000048,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000048.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000048.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000048.txt,True
170272_frame_000051,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000051.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000051.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000051.txt,True
170272_frame_000054,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000054.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000054.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000054.txt,True
170272_frame_000057,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000057.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000057.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000057.txt,True
170272_frame_000060,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000060.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000060.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000060.txt,True
170272_frame_000063,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000063.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000063.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000063.txt,True
170272_frame_000066,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000066.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000066.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000066.txt,True
170272_frame_000069,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000069.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000069.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000069.txt,True
170272_frame_000072,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000072.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\170272_frame_000072.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\170272_frame_000072.txt,True
170272_frame_000075,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000075.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000075.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000075.txt,True
170272_frame_000078,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000078.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000078.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000078.txt,True
170272_frame_000081,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000081.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000081.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000081.txt,True
170272_frame_000084,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000084.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\170272_frame_000084.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\170272_frame_000084.txt,True
170272_frame_000087,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000087.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000087.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000087.txt,True
170272_frame_000090,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000090.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000090.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000090.txt,True
170272_frame_000093,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000093.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\170272_frame_000093.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\170272_frame_000093.txt,True
170272_frame_000096,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000096.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000096.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000096.txt,True
170272_frame_000099,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000099.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000099.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000099.txt,True
170272_frame_000102,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000102.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000102.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000102.txt,True
170272_frame_000105,170272,170272,3,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170272_frame_000105.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\170272_frame_000105.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\170272_frame_000105.txt,True
170333_frame_000000,170333,170333,1,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170333_frame_000000.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170333_frame_000000.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170333_frame_000000.txt,True
170333_frame_000003,170333,170333,1,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170333_frame_000003.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170333_frame_000003.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170333_frame_000003.txt,True
170333_frame_000006,170333,170333,1,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170333_frame_000006.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170333_frame_000006.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170333_frame_000006.txt,True
170333_frame_000009,170333,170333,1,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170333_frame_000009.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170333_frame_000009.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170333_frame_000009.txt,True
170333_frame_000012,170333,170333,1,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170333_frame_000012.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170333_frame_000012.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170333_frame_000012.txt,True
170333_frame_000015,170333,170333,1,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170333_frame_000015.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170333_frame_000015.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170333_frame_000015.txt,True
170333_frame_000018,170333,170333,1,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170333_frame_000018.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170333_frame_000018.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170333_frame_000018.txt,True
170333_frame_000021,170333,170333,1,draft_provenance_pending,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\170333_frame_000021.json,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170333_frame_000021.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170333_frame_000021.txt,True
