cohort,video_id,input_temperature_csv,input_sha256,image_dir,frames,duration_seconds,duration_source,truth_count,truth_rr_bpm,legacy_truth_rr_bpm,include_primary,reference_reliability,historical_predicted_count,cluster_id,cluster_basis,raw_source_path,exposure,roi_radius
internal73,200718,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\200718.csv,865f1f6fe5b239c8ecf92d7315715a47ff709094bb6270d1518a3f2960f24855,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\200718,141,16.0,frozen_window_metadata,10,37.5,38.0,True,legacy_manual,11,source_d2d6ccd57b09,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T160223n200718\20230805T160223n200718.MP4,development,20
internal73,200937,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\200937.csv,fb15d145fbf733a7dedee019b241de960ad8630c4cac459a40113e1972404173,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\200937,89,10.0,frozen_window_metadata,10,60.0,60.0,True,legacy_manual,11,source_ed2220d34955,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T162156n200937\20230805T162156n200937.MP4,development,20
internal73,200939,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\200939.csv,9fc14ad8ed6e7351ceeb36dc5a1fcc7aed2e275b69ff192c5e82716b5ff31414,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\200939,72,8.0,frozen_window_metadata,11,82.5,83.0,True,legacy_manual,11,source_14b3a79b8913,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T170148n200939\20230805T170148n200939.MP4,development,20
internal73,210944,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\210944.csv,bba667cf9d91683e1a61377161f0e293cd5f45545ac6ebbb07210098e7e49f04,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\210944,62,7.0,frozen_window_metadata,5,42.857142857142854,43.0,True,legacy_manual,4,source_319222172636,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T164618n210944\20230805T164618n210944.MP4,development,20
internal73,210989,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\210989.csv,873ec293301c6ed4e8e045ced3918bf92c30d3c4216555f9d3c35efdb1cf5391,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\210989,141,16.0,frozen_window_metadata,10,37.5,38.0,True,legacy_manual,10,source_809362945179,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T170919n210989\20230805T170919n210989.MP4,development,20
internal73,210994,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\210994.csv,8d87b87104c1f4683b6b23b0ba509f8c0ae467ff47ea56f34fef08a4fefe3382,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\210994,89,10.0,frozen_window_metadata,6,36.0,36.0,True,legacy_manual,6,source_908b405c1e81,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T161529n210994\20230805T161529n210994.MP4,development,20
internal73,211040,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\211040.csv,a97b5d3a790dfb5d9622715407c61fa6e98ec904ed20a9f58423e41a77154bfa,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211040,88,10.0,frozen_window_metadata,10,60.0,60.0,True,legacy_manual,11,source_3481694c7120,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T172108n211040\20230805T172108n211040.MP4,development,20
internal73,211049,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\211049.csv,609ac3b863444d734fb42935bdcb308089f4d9394e9d00a71a33c9d766559608,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211049,53,6.0,frozen_window_metadata,5,50.0,50.0,True,legacy_manual,5,source_c0bb44cf3271,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T161802n211049\20230805T161802n211049.MP4,development,20
internal73,211056,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\211056.csv,b4a2024dfcf0d8e97d9a4f8a8e09dfcfd6d8311f1c9d189a10dde3f2b442f325,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211056,116,13.0,frozen_window_metadata,10,46.15384615384615,46.0,True,legacy_manual,10,source_8c9317db9782,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T163001n211056\20230805T163001n211056.MP4,development,20
internal73,211070,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\211070.csv,156ff27da80f49380449dc49f44d0f1361913743e2201572df364e4a29e33252,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\211070,88,10.0,frozen_window_metadata,10,60.0,60.0,True,legacy_manual,10,source_1d9b491543db,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171538n211070\20230805T171538n211070.MP4,development,20
internal73,ba170296,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\ba170296.csv,5392dceb7d77ded72a155acfea9211347d847f9f0ea7b5d1fee9c7ff288f7dc6,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba170296,106,12.0,frozen_window_metadata,8,40.0,40.0,True,legacy_manual,7,source_cbcfd5bce3eb,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T173354n170296\20230806T173354n170296.MP4,development,20
internal73,ba177610,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\ba177610.csv,e3a64611d4ffc7849ffe6471851a4d798f91bd762253ab968fe14d728d561584,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba177610,114,13.0,frozen_window_metadata,10,46.15384615384615,46.0,True,legacy_manual,9,source_6ed734ea7532,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T172949n177610\20230806T172949n177610.MP4,development,20
internal73,ba455,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\ba455.csv,e432cebc0163715fbd6554d41b84ae4384a21dd9f114d2b5581b6c98fe999056,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba455,89,10.0,frozen_window_metadata,10,60.0,60.0,True,legacy_manual,10,source_1dbdc1c88caf,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T094403n455\20230806T094403n455.MP4,development,20
internal73,ba6516,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\ba6516.csv,569ac6e5c6634f4f7b63656ce419ef7d3fdbdfa708d6ca8be68ccbd9646eaa01,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ba6516,70,8.0,frozen_window_metadata,6,45.0,45.0,True,legacy_manual,6,source_c1cd9f4e3500,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T172609n6516\20230806T172609n6516.MP4,development,20
internal73,bs0514,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs0514.csv,fd1dabccd6fd663c8cac489d857d647c1687bc791937035bd299c378e769857a,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs0514,106,12.0,frozen_window_metadata,9,45.0,45.0,True,legacy_manual,9,source_6e71c16772a5,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T080921n50514\20230806T080921n50514.MP4,development,20
internal73,bs1479,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs1479.csv,7ca0eea4c622cd255c5a7fdcd9586b2359b8aceef61ea96946a68bef07f637f8,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs1479,79,9.0,frozen_window_metadata,7,46.666666666666664,47.0,True,legacy_manual,8,source_1d4b7559bebf,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T093117n1479\20230806T093117n1479.MP4,development,20
internal73,bs170227,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs170227.csv,db4d82e07574ce9e0cd20076978b93ad5572d88b87a47a4341d6dc6ef6d0caa5,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs170227,132,15.0,frozen_window_metadata,10,40.0,40.0,True,legacy_manual,9,source_b7570607b98f,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T080034n170227\20230806T080034n170227.MP4,development,20
internal73,bs177611,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs177611.csv,d92e122359263684a97311a9c2378ed6a1b1b69ed5747039c739bd123f8a321f,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs177611,132,15.0,frozen_window_metadata,9,36.0,36.0,True,legacy_manual,10,source_d9e789a1eb51,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T093742n177611\20230806T093742n177611.MP4,development,20
internal73,bs189556,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs189556.csv,bb9596dd49449c77dab22e8ca005c518445105cd8d5cfaecf0b13379fd162728,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs189556,176,20.0,frozen_window_metadata,10,30.0,30.0,True,legacy_manual,10,source_f3effd399f5a,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T082122n189556风机影响大\20230807T082122n189556风机影响大.MP4,development,20
internal73,bs190624,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs190624.csv,50d4346eb3a9c345746848aa791d4a244be394e3e6ca448a319213b220d0aa6d,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs190624,63,7.0,frozen_window_metadata,10,85.71428571428571,86.0,True,legacy_manual,10,source_7f3806648fc2,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T084558n190624\20230807T084558n190624.MP4,development,20
internal73,bs190625,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs190625.csv,dc14b7c0e71bed12fece7bf7f9a0995ba4adf5fdadb9599ba790ccd322e69009,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs190625,115,13.0,frozen_window_metadata,10,46.15384615384615,46.0,True,legacy_manual,10,source_bfc43dd6bd2f,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T084116n190625\20230807T084116n190625.MP4,development,20
internal73,bs196399,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs196399.csv,eba2b029fb44d9cd80c98da7d61e98ca51ceb81a590e72fa7063004d23b2f47c,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs196399,97,11.0,frozen_window_metadata,10,54.54545454545455,55.0,True,legacy_manual,10,source_7632c399c7a1,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T075438n196399\20230806T075438n196399.MP4,development,20
internal73,bs200673,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs200673.csv,7c90f6c42b2ada86abfbaa3c5b1142b88d5b308e9182660a9732041ebaa46f8c,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs200673,72,8.0,frozen_window_metadata,10,75.0,75.0,True,legacy_manual,10,source_e1ca8d4a2eb8,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T081058n200673\20230807T081058n200673.MP4,development,20
internal73,bs200723,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs200723.csv,d2501d2c10249978ee30ced85f47b39e54d143f62805c3ef30e12fe7999fe7a5,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs200723,132,15.0,frozen_window_metadata,9,36.0,36.0,True,legacy_manual,10,source_918b1971c461,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T083406n200723\20230807T083406n200723.MP4,development,20
internal73,bs200794,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs200794.csv,64705b3e3c918b4444de551e00c089b070b2416f6a113832fd677fc7e0fc6d2d,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs200794,89,10.0,frozen_window_metadata,9,54.0,54.0,True,legacy_manual,9,source_f001f13f69e7,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T090015n200794\20230807T090015n200794.MP4,development,20
internal73,bs210974,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs210974.csv,42f95ebb3aeaccb3e257a0e6968a01a5a305d785c013aec6a41b3ce0dd9f4fc6,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs210974,80,9.0,frozen_window_metadata,10,66.66666666666667,67.0,True,legacy_manual,10,source_b6bea4b051df,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080524n210974\20230807T080524n210974.MP4,development,20
internal73,bs210984,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs210984.csv,44a9258e3f5d4631f60d3fbb5d76d10c9ea8d2e8d068579fb687b2cc7741f102,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs210984,81,9.0,frozen_window_metadata,9,60.0,60.0,True,legacy_manual,9,source_75641f727dbf,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T075802n210984\20230807T075802n210984.MP4,development,20
internal73,bs211046,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs211046.csv,61e1e540c4aea966a651bfda2ee4a071d0e3964a14a868d82554103b9f667b7d,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs211046,114,13.0,frozen_window_metadata,9,41.53846153846154,42.0,True,legacy_manual,9,source_071865630c43,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T081353n211046\20230807T081353n211046.MP4,development,20
internal73,bs211063,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs211063.csv,7686c2f33823fb352ad65cd40f6dc986969aaee71e62d289b478c98cd48bd9a9,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs211063,101,11.0,frozen_window_metadata,11,60.0,60.0,True,legacy_manual,11,source_369fe50f6fcd,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080235n211063\20230807T080235n211063.MP4,development,20
internal73,bs3015,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs3015.csv,1693415bf3b22b58cafdef382f3f7785e3e295f0f67888455ecd08fe1393cfcd,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs3015,89,10.0,frozen_window_metadata,6,36.0,36.0,True,legacy_manual,6,source_77a6dd11d7b2,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T082622n3015\20230807T082622n3015.MP4,development,20
internal73,bs450,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs450.csv,47c0813f5548970902099da79b10560c1bd837667ebfaffcdc9c5426162490de,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs450,72,8.0,frozen_window_metadata,9,67.5,68.0,True,legacy_manual,9,source_9af29f2b8a5e,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T090757n450\20230807T090757n450.MP4,development,20
internal73,bs455,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs455.csv,232cb9d7b385eeff9db02e4c97c5ed0a52ac1a4050f79d1f2e9e954aaf6e70b4,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs455,107,12.0,frozen_window_metadata,10,50.0,50.0,True,legacy_manual,10,source_a0585038939d,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T092453n455\20230806T092453n455.MP4,development,20
internal73,bs4717,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs4717.csv,fee95dc42cf59945cbe6525bb0990ec07f6bbcf563ec81536dbc2783afb60289,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs4717,79,9.0,frozen_window_metadata,10,66.66666666666667,67.0,True,legacy_manual,10,source_d3d96037a794,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T094403n4717\20230806T094403n4717.MP4,development,20
internal73,bs6516,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\bs6516.csv,71972de9e3e2867860a6a209fe24c95daf8a17b558ad492cb52be175ae4bd167,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\bs6516,96,11.0,frozen_window_metadata,9,49.09090909090909,49.0,True,legacy_manual,8,source_296791de0183,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T081757n6516\20230807T081757n6516.MP4,development,20
internal73,ns153017,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\ns153017.csv,24339899c49ffa9f786d965b588ad74f607fb1c18a538b4ceaee226cc79ac183,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns153017,88,10.0,frozen_window_metadata,10,60.0,60.0,True,legacy_manual,9,source_608e3ca321fc,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T072124n153017\20230807T072124n153017.MP4,development,20
internal73,ns170082,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\ns170082.csv,14aefd95a4f0654be4454e993bab5b3f855b0cd5fac68a67fca5e53ee313286e,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns170082,80,9.0,frozen_window_metadata,10,66.66666666666667,67.0,True,legacy_manual,10,source_e73cb49888fb,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T081727n170082\20230806T081727n170082.MP4,development,20
internal73,ns179166,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\ns179166.csv,085bdfa9b6dff55f5a5d2d7747c7f9bcc04a594ae65eef64ad90e4656ea9fb8a,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns179166,71,8.0,frozen_window_metadata,10,75.0,75.0,True,legacy_manual,10,source_e428781098ed,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T071859n179166\20230807T071859n179166.MP4,development,20
internal73,ns196527,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\ns196527.csv,716fffa498f64689d15b5795cc42e3f2e81763b9fb5cc080076b286d515ef572,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns196527,82,9.0,frozen_window_metadata,11,73.33333333333333,73.33333333,True,legacy_manual,11,source_1fab013ad774,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073230n196527\20230807T073230n196527.MP4,development,20
internal73,ns200886,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\ns200886.csv,c6a0fc0b56603792380a33008eb407c86d38949b4ee98eb7a6636433aa010800,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns200886,99,11.0,frozen_window_metadata,10,54.54545454545455,54.54545455,True,legacy_manual,10,source_583255a290e0,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T072548n200886\20230807T072548n200886.MP4,development,20
internal73,ns210947,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\ns210947.csv,9b64f10f1086311b01d85ba4b0d8c6d0f20d02baae272c6b246c9a45aa206ad5,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns210947,115,13.0,frozen_window_metadata,12,55.38461538461539,55.0,True,legacy_manual,13,source_1eb464d27d0e,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T073953n210947\20230806T073953n210947.MP4,development,20
