window_id,prediction_status,reason,frame_shape,review_id,frames,detected_frame_fraction,finite_signal_fraction,both_finite_fraction,high_keypoint_fraction,left_source_direct_fraction,right_source_direct_fraction,left_span,right_span,median_spacing,radius_median,first_blocking_stage,tp,fp,fn,truth_count,rr_abs_error
jiufu_75a484b3f5253b_first30,ok,,"[1440, 1080, 3]",,261.0,0.4061302681992337,0.4061302681992337,0.4061302681992337,0.39080459770114945,0.37547892720306514,0.367816091954023,1.721119699954535,1.4343024588004099,87.57815672368113,20.0,signal_available,5.0,5.0,2.0,7.0,6.0
jiufu_35f0adf19ed368_first30,ok,,"[1440, 1080, 3]",,261.0,0.9348659003831418,0.9348659003831418,0.9272030651340997,0.9195402298850575,0.8314176245210728,0.7854406130268199,4.087778904865846,4.2783533632896535,121.85922331598564,20.0,signal_available,16.0,5.0,4.0,20.0,2.0
jiufu_7045c3900be0cc_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,9.0,9.0,
jiufu_21e342957e0fd7_first30,ok,,"[1440, 1080, 3]",,261.0,0.9616858237547893,0.9616858237547893,0.9616858237547893,0.9616858237547893,0.9540229885057471,0.8352490421455939,3.113255174236425,1.2798377513837806,109.9751787003933,20.0,signal_available,22.0,0.0,2.0,24.0,4.0
jiufu_36ee658c295629_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,13.0,13.0,
jiufu_c92bd308748a09_first30,ok,,"[1440, 1080, 3]",,261.0,0.7432950191570882,0.7432950191570882,0.7432950191570882,0.7164750957854407,0.6743295019157088,0.6819923371647509,3.710053457676903,4.10533051372548,106.7253011399872,20.0,signal_available,8.0,7.0,9.0,17.0,4.0
jiufu_551d99f2e9c264_first30,ok,,"[1440, 1080, 3]",,261.0,0.6053639846743295,0.6053639846743295,0.5900383141762452,0.47126436781609193,0.47126436781609193,0.0,2.9918120824959438,8.946157187106397,136.5270430853198,20.0,signal_available,4.0,8.0,11.0,15.0,6.0
jiufu_c95ae69597cc50_first30,ok,,"[1440, 1080, 3]",,261.0,0.632183908045977,0.632183908045977,0.632183908045977,0.6091954022988506,0.5670498084291188,0.5900383141762452,6.145356774771031,2.6332566381159026,113.2847855077054,20.0,signal_available,8.0,2.0,5.0,13.0,6.0
jiufu_94796ccea127be_first30,ok,,"[1440, 1080, 3]",,261.0,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.9272030651340997,0.9272030651340997,0.6130268199233716,3.7329880617011,7.597939319817691,120.08727415185167,20.0,signal_available,9.0,5.0,4.0,13.0,2.0
jiufu_56e83ecf9a14bb_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,14.0,14.0,
jiufu_3cbd345626f05c_first30,ok,,"[1440, 1080, 3]",,261.0,0.27586206896551724,0.27586206896551724,0.2720306513409962,0.2681992337164751,0.24521072796934865,0.21455938697318008,2.865208803540451,9.970015858853934,176.23254585353178,20.0,signal_available,,,,,
jiufu_3ac83315834f77_first30,ok,,"[1440, 1080, 3]",,261.0,0.49808429118773945,0.49808429118773945,0.49808429118773945,0.4904214559386973,0.47509578544061304,0.39080459770114945,2.7139026565026647,4.167475125331258,146.0501360809127,20.0,signal_available,1.0,6.0,6.0,7.0,0.0
jiufu_c68c62cb67dede_first30,ok,,"[1440, 1080, 3]",,261.0,0.7049808429118773,0.7049808429118773,0.7049808429118773,0.6973180076628352,0.6973180076628352,0.632183908045977,4.290577443106255,3.8464508150010204,133.32295383642074,20.0,signal_available,3.0,10.0,7.0,10.0,6.0
jiufu_3721f7cf5a844c_first30,ok,,"[1440, 1080, 3]",,261.0,0.2835249042145594,0.2835249042145594,0.2567049808429119,0.26053639846743293,0.23371647509578544,0.24521072796934865,2.8372380689443446,5.514044011710482,162.90006031230257,20.0,signal_available,5.0,1.0,1.0,6.0,0.0
jiufu_65b745e540b8c7_first30,ok,,"[1440, 1080, 3]",,261.0,0.6590038314176245,0.6590038314176245,0.6590038314176245,0.6551724137931034,0.6206896551724138,0.23754789272030652,2.3000465601691893,7.937363557095736,124.31260387247136,20.0,signal_available,7.0,5.0,4.0,11.0,2.0
jiufu_2e919f7b4ce7d4_first30,ok,,"[1440, 1080, 3]",,261.0,0.022988505747126436,0.022988505747126436,0.022988505747126436,0.019157088122605363,0.019157088122605363,0.0,1.3731572245251726,2.6187256097190463,136.94839125337575,20.0,signal_available,0.0,0.0,18.0,18.0,36.0
jiufu_f7266533e3399d_first30,ok,,"[1440, 1080, 3]",,261.0,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.8045977011494253,0.7816091954022989,0.6091954022988506,1.589433682674347,6.866332086461725,111.80690003866626,20.0,signal_available,15.0,2.0,2.0,17.0,0.0
jiufu_943fc8675c704c_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,9.0,9.0,
jiufu_bd77cfa7950eaa_first30,ok,,"[1440, 1080, 3]",R3-22,261.0,0.7547892720306514,0.7547892720306514,0.7547892720306514,0.7471264367816092,0.3103448275862069,0.685823754789272,7.7532887723541215,5.870788961272126,134.50911460956286,20.0,signal_available,7.0,8.0,8.0,15.0,0.0
jiufu_2aaced556ff39d_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",R3-03,,,,,,,,,,,,timestamp_sampling,0.0,0.0,8.0,8.0,
jiufu_90ed4ac916a295_first30,ok,,"[1440, 1080, 3]",,261.0,0.12260536398467432,0.12260536398467432,0.12260536398467432,0.06130268199233716,0.05747126436781609,0.011494252873563218,4.348188040934055,7.5021179780474405,146.76535032377717,20.0,signal_available,2.0,2.0,20.0,22.0,36.0
jiufu_cd5eea76388f30_first30,ok,,"[1440, 1080, 3]",,261.0,0.3716475095785441,0.3716475095785441,0.3716475095785441,0.3371647509578544,0.3371647509578544,0.019157088122605363,2.0314250233231874,7.489177745176452,120.87275292532252,20.0,signal_available,6.0,5.0,8.0,14.0,6.0
jiufu_6cbcb0311b3ebf_first30,ok,,"[1440, 1080, 3]",,261.0,0.6360153256704981,0.6360153256704981,0.6360153256704981,0.6091954022988506,0.5977011494252874,0.4521072796934866,2.5338485829634863,5.786691149523961,117.6431966219514,20.0,signal_available,7.0,10.0,7.0,14.0,6.0
jiufu_4f7144680fca9d_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",R3-14,,,,,,,,,,,,timestamp_sampling,0.0,0.0,18.0,18.0,
jiufu_6a641dd078f572_first30,ok,,"[1440, 1080, 3]",,261.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8735632183908046,0.5862068965517241,0.8314176245210728,5.358721286450553,2.7639942428414024,121.05265899928452,20.0,signal_available,10.0,7.0,10.0,20.0,6.0
jiufu_edd9eebe6de991_first30,ok,,"[1440, 1080, 3]",,261.0,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.6666666666666666,0.6283524904214559,0.6436781609195402,7.362362561458639,3.260614295042682,157.02804461425168,20.0,signal_available,11.0,9.0,8.0,19.0,2.0
jiufu_58c38973aff558_first30,ok,,"[1440, 1080, 3]",,261.0,0.5019157088122606,0.5019157088122606,0.5019157088122606,0.42911877394636017,0.30268199233716475,0.38697318007662834,3.7242011861777264,3.5473889775919822,151.06027026937997,20.0,signal_available,6.0,8.0,4.0,10.0,8.0
jiufu_665326590feedb_first30,ok,,"[1440, 1080, 3]",,261.0,0.23371647509578544,0.23371647509578544,0.23371647509578544,0.19157088122605365,0.14942528735632185,0.11494252873563218,2.2464268284655375,6.211568874235667,121.69081287431,20.0,signal_available,3.0,5.0,13.0,16.0,16.0
jiufu_053d6bd561c20b_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,15.0,15.0,
jiufu_9a14e05c1c184c_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,14.0,14.0,
jiufu_124bf365605cd6_first30,ok,,"[1440, 1080, 3]",,261.0,0.4367816091954023,0.4367816091954023,0.4367816091954023,0.42528735632183906,0.421455938697318,0.3831417624521073,3.2880456070413757,3.5742226430813595,97.3391756411598,20.0,signal_available,7.0,3.0,10.0,17.0,14.0
jiufu_cc565ea0bfa396_first30,ok,,"[1440, 1080, 3]",,261.0,0.5478927203065134,0.5478927203065134,0.5440613026819924,0.5287356321839081,0.4559386973180077,0.39846743295019155,6.696575619669812,3.6486048038503647,133.5854794712314,20.0,signal_available,9.0,8.0,6.0,15.0,4.0
jiufu_0a14da4ad52431_first30,ok,,"[1440, 1080, 3]",,261.0,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.6628352490421456,0.5823754789272031,0.4559386973180077,2.4311274049241725,7.472058846084149,90.62422516739248,20.0,signal_available,9.0,8.0,9.0,18.0,2.0
jiufu_abada3dda3e8b7_first30,ok,,"[1440, 1080, 3]",,261.0,0.8735632183908046,0.8735632183908046,0.8735632183908046,0.8697318007662835,0.7662835249042146,0.6973180076628352,3.9194504604896814,6.463358376904768,116.230787807823,20.0,signal_available,12.0,4.0,6.0,18.0,4.0
jiufu_0ef3b83bc00130_first30,ok,,"[1440, 1080, 3]",,261.0,0.9003831417624522,0.9003831417624522,0.9003831417624522,0.8773946360153256,0.632183908045977,0.8199233716475096,8.538546652838182,7.291984167607485,101.3823751899794,20.0,signal_available,9.0,7.0,8.0,17.0,2.0
jiufu_6d14fba7168351_first30,ok,,"[1440, 1080, 3]",,261.0,0.6590038314176245,0.6590038314176245,0.6590038314176245,0.5900383141762452,0.26053639846743293,0.42911877394636017,3.123305465262682,2.610546264092612,144.35661630680576,20.0,signal_available,,,,,
jiufu_c5ff3e35124405_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,10.0,10.0,
jiufu_a6ed80c55f7be6_first30,ok,,"[1440, 1080, 3]",,261.0,0.2567049808429119,0.2567049808429119,0.24904214559386972,0.2222222222222222,0.2222222222222222,0.06896551724137931,2.4774518856951353,8.046783040048794,140.70348293030494,20.0,signal_available,1.0,5.0,2.0,3.0,6.0
jiufu_6fa0bbd661c8bb_first30,ok,,"[1440, 1080, 3]",,261.0,0.6973180076628352,0.6973180076628352,0.6973180076628352,0.6896551724137931,0.6360153256704981,0.3716475095785441,2.9476067395425964,10.000852300978533,111.3836897764622,20.0,signal_available,10.0,5.0,9.0,19.0,8.0
jiufu_58da0349ace78c_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,,,,,
jiufu_9eb853207f9233_first30,ok,,"[1440, 1080, 3]",,261.0,0.8812260536398467,0.8812260536398467,0.8812260536398467,0.8735632183908046,0.8735632183908046,0.8007662835249042,1.3836183110133042,4.978471179381096,115.48530437735336,20.0,signal_available,4.0,10.0,9.0,13.0,2.0
jiufu_8c114c09325c47_first30,ok,,"[1440, 1080, 3]",,261.0,0.6475095785440613,0.6475095785440613,0.6475095785440613,0.6245210727969349,0.6168582375478927,0.20306513409961685,8.138357646846618,7.874324885212669,91.14618446725252,20.0,signal_available,,,,,
jiufu_494e84a71f0d53_first30,ok,,"[1440, 1080, 3]",,261.0,0.20306513409961685,0.20306513409961685,0.20306513409961685,0.19540229885057472,0.1724137931034483,0.09195402298850575,5.086130296270056,5.3245888967691535,122.60668060759254,20.0,signal_available,3.0,2.0,1.0,4.0,2.0
jiufu_ce59136a4ecc21_first30,ok,,"[1440, 1080, 3]",,261.0,0.842911877394636,0.842911877394636,0.842911877394636,0.6819923371647509,0.5708812260536399,0.49808429118773945,2.3763778969005642,2.1946032523483296,80.98985770926758,20.0,signal_available,,,,,
jiufu_8953d49083882b_first30,ok,,"[1440, 1080, 3]",,261.0,0.8582375478927203,0.8582375478927203,0.8582375478927203,0.8544061302681992,0.8467432950191571,0.7203065134099617,6.867877468341405,2.2265986382061165,127.326517157176,20.0,signal_available,18.0,7.0,6.0,24.0,2.0
jiufu_5eaab17afa3dcc_first30,ok,,"[1440, 1080, 3]",,261.0,0.28735632183908044,0.28735632183908044,0.28735632183908044,0.27586206896551724,0.21455938697318008,0.23371647509578544,4.674990749626257,3.480241334654039,143.2858428315592,20.0,signal_available,,,,,
jiufu_577eb87b4ec0fa_first30,ok,,"[1440, 1080, 3]",,261.0,0.5440613026819924,0.5440613026819924,0.5440613026819924,0.45977011494252873,0.42911877394636017,0.19923371647509577,1.8735995901615325,7.537269474205157,96.95910516054904,20.0,signal_available,6.0,10.0,8.0,14.0,4.0
jiufu_ac7d209f2a6aec_first30,ok,,"[1440, 1080, 3]",,261.0,0.29118773946360155,0.29118773946360155,0.29118773946360155,0.2835249042145594,0.26436781609195403,0.21839080459770116,4.964328271251585,6.050153005812049,158.64829068031344,20.0,signal_available,5.0,2.0,1.0,6.0,2.0
jiufu_f0f7415c6e495e_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,22.0,22.0,
jiufu_45e262858c1edf_first30,ok,,"[1440, 1080, 3]",,261.0,0.6590038314176245,0.6590038314176245,0.6513409961685823,0.6283524904214559,0.39080459770114945,0.5095785440613027,7.433704056963741,6.648545871106823,153.4101590925434,20.0,signal_available,10.0,3.0,10.0,20.0,14.0
jiufu_59f7f9462f2c30_first30,ok,,"[1440, 1080, 3]",,261.0,0.8122605363984674,0.8122605363984674,0.7816091954022989,0.7624521072796935,0.6590038314176245,0.7279693486590039,9.212535939295439,7.181007003837326,168.991929107112,20.0,signal_available,7.0,10.0,12.0,19.0,4.0
jiufu_1f327de387886e_first30,ok,,"[1440, 1080, 3]",,261.0,0.5632183908045977,0.5632183908045977,0.5632183908045977,0.4942528735632184,0.4444444444444444,0.1724137931034483,1.8747942497871186,5.539884252857991,146.0834671425145,20.0,signal_available,,,,,
jiufu_6454a9e613172b_first30,ok,,"[1440, 1080, 3]",,261.0,0.8812260536398467,0.8812260536398467,0.8773946360153256,0.8582375478927203,0.7624521072796935,0.7662835249042146,3.0797715870478193,7.231881430706515,107.30635956557929,20.0,signal_available,20.0,5.0,3.0,23.0,4.0
jiufu_6328167f32f25e_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",R3-06,,,,,,,,,,,,timestamp_sampling,0.0,0.0,13.0,13.0,
jiufu_80fa8dbe195b66_first30,ok,,"[1440, 1080, 3]",,261.0,0.6743295019157088,0.6743295019157088,0.6743295019157088,0.6475095785440613,0.6475095785440613,0.6245210727969349,1.9562290724598626,3.170210239269103,146.45741421584884,20.0,signal_available,14.0,4.0,8.0,22.0,8.0
jiufu_012d9efb7d8d4c_first30,ok,,"[1440, 1080, 3]",,261.0,0.42911877394636017,0.42911877394636017,0.42911877394636017,0.41762452107279696,0.1111111111111111,0.4061302681992337,5.441932012102878,5.503540051795635,124.16476384655611,20.0,signal_available,4.0,6.0,15.0,19.0,18.0
jiufu_ce6835d13f136d_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,,,,,
jiufu_5623dc263f1364_first30,ok,,"[1440, 1080, 3]",,261.0,0.6091954022988506,0.6091954022988506,0.5977011494252874,0.6015325670498084,0.5823754789272031,0.3371647509578544,5.775427332324906,5.614607930712413,170.82540861841517,20.0,signal_available,8.0,6.0,4.0,12.0,4.0
jiufu_8254fd394c755d_first30,ok,,"[1440, 1080, 3]",,261.0,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.6743295019157088,0.4789272030651341,0.3793103448275862,8.957112782175777,6.912917888742285,156.90781444787476,20.0,signal_available,7.0,5.0,7.0,14.0,4.0
jiufu_33ff2c90bde0a7_first30,ok,,"[1440, 1080, 3]",,261.0,0.41762452107279696,0.41762452107279696,0.41762452107279696,0.40229885057471265,0.3946360153256705,0.13793103448275862,4.714017705818712,5.194141224145323,190.01039193276068,20.0,signal_available,6.0,5.0,2.0,8.0,6.0
jiufu_c37db5cf8c7d4e_first30,ok,,"[1440, 1080, 3]",,261.0,0.2567049808429119,0.2567049808429119,0.22988505747126436,0.22988505747126436,0.19923371647509577,0.20306513409961685,3.372128579998723,6.231128466819545,170.85853590505224,20.0,signal_available,3.0,3.0,4.0,7.0,2.0
jiufu_3f44e994a4ccb7_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,21.0,21.0,
jiufu_58a951a34f7249_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,16.0,16.0,
jiufu_8ac17622997976_first30,ok,,"[1440, 1080, 3]",,261.0,0.5747126436781609,0.5747126436781609,0.5747126436781609,0.524904214559387,0.5210727969348659,0.37547892720306514,4.325334317412949,8.47529935152285,159.0761083550725,20.0,signal_available,5.0,5.0,5.0,10.0,0.0
jiufu_ee2427b1f91c14_first30,ok,,"[1440, 1080, 3]",,261.0,0.8275862068965517,0.8275862068965517,0.8007662835249042,0.7969348659003831,0.789272030651341,0.7088122605363985,2.4623642623474318,7.993815763729497,151.66091806501657,20.0,signal_available,8.0,6.0,6.0,14.0,0.0
jiufu_d40d50640e24a1_first30,ok,,"[1440, 1080, 3]",,261.0,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9310344827586207,0.9310344827586207,0.6590038314176245,1.6148307324070288,2.4834708538454677,106.61215910140989,20.0,signal_available,23.0,6.0,6.0,29.0,0.0
jiufu_e20abde4e3a043_first30,ok,,"[1440, 1080, 3]",,261.0,0.8007662835249042,0.8007662835249042,0.7547892720306514,0.7969348659003831,0.6551724137931034,0.7509578544061303,6.6861006458677466,7.383112186972799,143.63651788464136,20.0,signal_available,14.0,4.0,7.0,21.0,6.0
jiufu_6c914b8beaa069_first30,ok,,"[1440, 1080, 3]",,261.0,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.3448275862068966,0.3103448275862069,0.1724137931034483,5.235654561700226,6.287381015665165,117.27866811590286,20.0,signal_available,,,,,
jiufu_fffa829b4cfc5f_first30,ok,,"[1440, 1080, 3]",,261.0,0.685823754789272,0.685823754789272,0.685823754789272,0.6819923371647509,0.5900383141762452,0.5287356321839081,6.8773642669015445,7.516699337079594,121.28271934496352,20.0,signal_available,5.0,6.0,8.0,13.0,4.0
jiufu_39742bec07007b_first30,ok,,"[1440, 1080, 3]",,261.0,0.5210727969348659,0.5210727969348659,0.5210727969348659,0.46360153256704983,0.3524904214559387,0.32567049808429116,5.2895349256288,9.328297758611821,129.35284331226745,20.0,signal_available,7.0,3.0,13.0,20.0,20.0
jiufu_a7f96cc7661e4a_first30,ok,,"[1440, 1080, 3]",,261.0,0.6781609195402298,0.6781609195402298,0.6628352490421456,0.6360153256704981,0.5287356321839081,0.3946360153256705,1.9717260623114967,5.257062266274367,151.24791440892258,20.0,signal_available,9.0,5.0,7.0,16.0,4.0
jiufu_cae153a2ef6cb6_first30,ok,,"[1440, 1080, 3]",,261.0,0.7969348659003831,0.7969348659003831,0.7969348659003831,0.735632183908046,0.7318007662835249,0.6590038314176245,1.365936211147222,3.3610362772688163,87.30301364818469,20.0,signal_available,,,,,
jiufu_f5a7ada186a785_first30,ok,,"[1440, 1080, 3]",,261.0,0.9080459770114943,0.9080459770114943,0.9080459770114943,0.8697318007662835,0.8697318007662835,0.09578544061302682,0.8640118651816024,3.0216568077667674,126.73702162801752,20.0,signal_available,7.0,11.0,6.0,13.0,10.0
jiufu_8f2aab0fc1ae4b_first30,ok,,"[1440, 1080, 3]",,261.0,1.0,1.0,1.0,1.0,0.9846743295019157,1.0,1.471518608747914,1.321546961374537,127.8876417482632,20.0,signal_available,19.0,11.0,7.0,26.0,8.0
jiufu_b230c11bab398b_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,18.0,18.0,
jiufu_05aaedc28c6708_first30,ok,,"[1440, 1080, 3]",,261.0,0.5363984674329502,0.5363984674329502,0.5363984674329502,0.4904214559386973,0.4827586206896552,0.17624521072796934,3.443465446989073,8.474681646441805,174.3070604724405,20.0,signal_available,5.0,6.0,4.0,9.0,4.0
jiufu_0d1522aef374ec_first30,ok,,"[1440, 1080, 3]",R3-05,261.0,0.735632183908046,0.735632183908046,0.4482758620689655,0.7241379310344828,0.34099616858237547,0.7241379310344828,4.99512811151742,2.260547373114676,177.01775116290872,20.0,signal_available,8.0,6.0,6.0,14.0,0.0
jiufu_d34b02325b217f_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,,,,,
jiufu_2cdb051142d5ab_first30,ok,,"[1440, 1080, 3]",,261.0,0.7586206896551724,0.7586206896551724,0.7547892720306514,0.7509578544061303,0.6743295019157088,0.6973180076628352,8.336034385862401,10.040492127142134,144.4999007231297,20.0,signal_available,13.0,1.0,1.0,14.0,0.0
jiufu_d4707a9c23271d_first30,ok,,"[1440, 1080, 3]",,261.0,0.8160919540229885,0.8160919540229885,0.8084291187739464,0.8160919540229885,0.7701149425287356,0.7586206896551724,7.78021235448276,8.196548654826906,153.77854809324992,20.0,signal_available,11.0,3.0,3.0,14.0,0.0
jiufu_61a48001d2c6ac_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,,,,,
jiufu_2f0c90ece853b4_first30,ok,,"[1440, 1080, 3]",,261.0,0.8467432950191571,0.8467432950191571,0.842911877394636,0.842911877394636,0.7969348659003831,0.735632183908046,8.764611419946668,6.413648181442834,179.2058331341814,20.0,signal_available,14.0,3.0,3.0,17.0,0.0
jiufu_57c74728570ec9_first30,ok,,"[1440, 1080, 3]",,261.0,0.8084291187739464,0.8084291187739464,0.8084291187739464,0.8084291187739464,0.8084291187739464,0.7624521072796935,1.610865623648987,8.478574775679615,131.63292590430228,20.0,signal_available,12.0,6.0,8.0,20.0,4.0
jiufu_2fc7ddf8f284e4_first30,ok,,"[1440, 1080, 3]",,261.0,0.9272030651340997,0.9272030651340997,0.9272030651340997,0.9233716475095786,0.8888888888888888,0.7739463601532567,3.958132216363957,5.3634077271216505,121.64232661509324,20.0,signal_available,10.0,8.0,9.0,19.0,2.0
jiufu_a04e9f770a2bb9_first30,ok,,"[1440, 1080, 3]",,261.0,0.8122605363984674,0.8122605363984674,0.8122605363984674,0.8084291187739464,0.7701149425287356,0.7088122605363985,6.540935591269129,4.494060593289742,121.54263391514527,20.0,signal_available,9.0,11.0,14.0,23.0,6.0
jiufu_333df78fe49441_first30,ok,,"[1440, 1080, 3]",,261.0,0.6513409961685823,0.6513409961685823,0.6513409961685823,0.6475095785440613,0.6475095785440613,0.632183908045977,3.184639766044274,6.883600714599439,145.4812487238911,20.0,signal_available,11.0,4.0,3.0,14.0,2.0
jiufu_4263d1ee2b7d38_first30,ok,,"[1440, 1080, 3]",,261.0,0.9157088122605364,0.9157088122605364,0.9157088122605364,0.9157088122605364,0.9157088122605364,0.842911877394636,3.8838856507391597,4.465453159387945,142.96762840048802,20.0,signal_available,19.0,1.0,3.0,22.0,4.0
jiufu_7cb985938d0a6a_first30,ok,,"[1440, 1080, 3]",R3-02,261.0,0.9080459770114943,0.9080459770114943,0.9080459770114943,0.9080459770114943,0.896551724137931,0.7432950191570882,2.1009361883826116,3.592673056662896,107.05420039676486,20.0,signal_available,2.0,10.0,10.0,12.0,0.0
jiufu_7c448f9ef64639_first30,ok,,"[1440, 1080, 3]",,261.0,0.7432950191570882,0.7432950191570882,0.7432950191570882,0.7394636015325671,0.7394636015325671,0.421455938697318,3.138404378487131,3.9211722323172538,138.04188348974603,20.0,signal_available,8.0,8.0,7.0,15.0,2.0
jiufu_bc495978774317_first30,ok,,"[1440, 1080, 3]",,261.0,0.5555555555555556,0.5555555555555556,0.5517241379310345,0.5095785440613027,0.2720306513409962,0.36398467432950193,2.623073093439814,8.088032222077533,120.3600189982904,20.0,signal_available,6.0,7.0,4.0,10.0,6.0
jiufu_ce8fcc51bec8d3_first30,ok,,"[1440, 1080, 3]",,261.0,0.6781609195402298,0.6781609195402298,0.6551724137931034,0.6475095785440613,0.6245210727969349,0.1839080459770115,4.609368228586369,9.429263719873628,160.96978939367574,20.0,signal_available,,,,,
jiufu_e3cef2504bbb4a_first30,ok,,"[1440, 1080, 3]",,261.0,0.7164750957854407,0.7164750957854407,0.6973180076628352,0.685823754789272,0.5095785440613027,0.48659003831417624,7.138130721961897,7.293358129843099,191.2535238649509,20.0,signal_available,10.0,5.0,6.0,16.0,2.0
