window_id,video_id,raw_source_path,window_start_seconds,window_seconds,bilateral_valid_fraction_1hz,short_clip_reference_rr_bpm_not_window_truth,manual_breath_count,manual_rr_bpm,annotation_status,labeler_id,review_notes,include_in_fixed_window_evaluation
ba170296_anchored_30s,ba170296,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T173354n170296\20230806T173354n170296.MP4,0,30.01586849106804,0.7666666666666667,40,17,,completed,,,
ba177610_anchored_30s,ba177610,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T172949n177610\20230806T172949n177610.MP4,23.32533482142857,29.973055245535715,0.7666666666666667,46,22,,completed,,,
ba455_anchored_30s,ba455,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T094403n455\20230806T094403n455.MP4,45.67645038167939,29.98958863443596,0.9666666666666667,60,26,,completed,,,
ba6516_anchored_30s,ba6516,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T172609n6516\20230806T172609n6516.MP4,9.350518309859156,30.01400938967136,0.9,45,21,,completed,,,
bs0514_anchored_30s,bs0514,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T080921n50514\20230806T080921n50514.MP4,31.591687165775404,29.97751336898396,0.8666666666666667,45,22,,completed,,,
bs170227_anchored_30s,bs170227,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T080034n170227\20230806T080034n170227.MP4,208.3723326408125,30.048145583256385,0.7666666666666667,33,19,,completed,,,
bs177611_anchored_30s,bs177611,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T093742n177611\20230806T093742n177611.MP4,71.28066947812336,29.988631172026007,0.9333333333333333,36,19,,uncertain,,,
bs189556_anchored_30s,bs189556,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T082122n189556风机影响大\20230807T082122n189556风机影响大.MP4,120.67707053140096,29.99621256038647,0.8,30,12,,completed,,,
bs190624_anchored_30s,bs190624,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T084558n190624\20230807T084558n190624.MP4,1.84388595564942,29.963146779303063,0.7,86,27,,completed,,,
bs200673_anchored_30s,bs200673,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T081058n200673\20230807T081058n200673.MP4,0,30.01998652654272,0.9,75,32,,completed,,,
bs200794_anchored_30s,bs200794,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T090015n200794\20230807T090015n200794.MP4,19.355066269948605,29.954269227301413,1,54,28,,uncertain,,,
bs210974_anchored_30s,bs210974,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080524n210974\20230807T080524n210974.MP4,81.89312659846547,30.03132992327366,0.8666666666666667,67,29,,completed,,,
bs211046_anchored_30s,bs211046,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T081353n211046\20230807T081353n211046.MP4,65.32965328467154,29.957160236357318,0.9,42,17,,completed,,,
bs211063_anchored_30s,bs211063,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080235n211063\20230807T080235n211063.MP4,113.72241194486983,29.963483920367533,1,60,32,,completed,,,
bs450_anchored_30s,bs450,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T090757n450\20230807T090757n450.MP4,81.16668381344307,29.95164951989026,0.8275862068965517,68,30,,completed,,,
bs455_anchored_30s,bs455,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T092453n455\20230806T092453n455.MP4,127.66915217391303,30.012639751552797,0.7333333333333333,50,21,,completed,,,
bs4717_anchored_30s,bs4717,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T094403n4717\20230806T094403n4717.MP4,26.067873197625104,29.98958863443596,1,67,30,,completed,,,
bs6516_anchored_30s,bs6516,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T081757n6516\20230807T081757n6516.MP4,3.6975238095238097,30.042380952380952,0.7666666666666667,49,18,,completed,,,
ns170082_anchored_30s,ns170082,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T081727n170082\20230806T081727n170082.MP4,119.28796949082664,30.024077509791795,0.8666666666666667,67,30,,completed,,,
ns179166_anchored_30s,ns179166,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T071859n179166\20230807T071859n179166.MP4,0,30.04530332681017,0.8333333333333334,75,33,,completed,,,
ns196527_anchored_30s,ns196527,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073230n196527\20230807T073230n196527.MP4,2.742142857142857,30.04931547619048,1,66.66666667,34,,completed,,,
ns200886_anchored_30s,ns200886,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T072548n200886\20230807T072548n200886.MP4,21.69976622662266,30.037044829482944,0.7,54.54545455,29,,completed,,,
ns210947_anchored_30s,ns210947,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T073953n210947\20230806T073953n210947.MP4,171.8215189873418,29.98227848101266,0.8333333333333334,55,21,,uncertain,,,
ns211003_anchored_30s,ns211003,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T074647n211003\20230806T074647n211003.MP4,276.1403941702551,30.04037760847963,0.7666666666666667,42,22,,completed,,,
ns211095_anchored_30s,ns211095,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T082655n211095\20230806T082655n211095.MP4,233.21675960346963,30.01799876084263,0.9333333333333333,55,28,,uncertain,,,
ns211117_anchored_30s,ns211117,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073445n211117\20230807T073445n211117.MP4,0,30.029758089852344,0.9,66.66666667,29,,uncertain,,,
ns211146_anchored_30s,ns211146,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073713n211146\20230807T073713n211146.MP4,36.47654520917679,29.97117408906883,0.9,66.66666667,29,,uncertain,,,
zs170053_anchored_30s,zs170053,E:\real\use_code\林甸红外视频\0807\上午\B二舍正常0938\20230807T094302n170053\20230807T094302n170053.MP4,3.814567979669632,30.054171961033465,0.8666666666666667,46.15384615,20,,uncertain,,,
zs170236_anchored_30s,zs170236,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103306n170236\20230806T103306n170236.MP4,45.1446,29.98239848484848,0.9333333333333333,50,31,,completed,,,
zs170416_anchored_30s,zs170416,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103825n170416\20230806T103825n170416.MP4,0,30.046774193548387,0.9,43,22,,completed,,,
zs170554_anchored_30s,zs170554,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T101929n170554\20230806T101929n170554.MP4,0,29.967104111986004,0.9,46,22,,completed,,,
zs190621_anchored_30s,zs190621,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T102337n190621\20230806T102337n190621.MP4,147.58315725003823,29.97782881641402,0.8,54,20,,uncertain,,,
zs197000_anchored_30s,zs197000,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T101554n197000\20230806T101554n197000.MP4,73.33814442850311,30.054714251554284,1,50,25,,completed,,,
zs200751_anchored_30s,zs200751,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T095917n200751\20230806T095917n200751.MP4,3.822699564586357,30.00239961296565,0.8333333333333334,66,30,,completed,,,
zs200783_anchored_30s,zs200783,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T101001n200783\20230806T101001n200783.MP4,0.3487847989394609,29.99549270879364,0.9666666666666667,38,21,,completed,,,
zs211062_anchored_30s,zs211062,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T102804n211062\20230806T102804n211062.MP4,241.73754711900915,30.04319803446419,0.7,38,18,,completed,,,
