frame_id,video_group,group_id,label,x,y,in_image,has_nose_box,inside_nose_box
16170075_frame_000039,16170075,0,left_nostril,598.0,471.0,True,True,True
16170075_frame_000039,16170075,0,right_nostril,462.0,472.0,True,True,True
16170075_frame_000042,16170075,0,left_nostril,603.0,474.0,True,True,True
16170075_frame_000042,16170075,0,right_nostril,467.0,475.0,True,True,True
16170075_frame_000045,16170075,0,left_nostril,604.0,470.0,True,True,True
16170075_frame_000045,16170075,0,right_nostril,468.0,470.0,True,True,True
16170075_frame_000048,16170075,0,left_nostril,605.0,464.0,True,True,True
16170075_frame_000048,16170075,0,right_nostril,466.0,469.0,True,True,True
16170075_frame_000051,16170075,0,left_nostril,604.0,464.0,True,True,True
16170075_frame_000051,16170075,0,right_nostril,466.0,469.0,True,True,True
16170075_frame_000054,16170075,0,left_nostril,610.0,462.0,True,True,True
16170075_frame_000054,16170075,0,right_nostril,469.0,466.0,True,True,True
16170075_frame_000057,16170075,0,left_nostril,610.0,461.0,True,True,True
16170075_frame_000057,16170075,0,right_nostril,471.0,463.0,True,True,True
16170075_frame_000060,16170075,0,left_nostril,611.0,460.0,True,True,True
16170075_frame_000060,16170075,0,right_nostril,471.0,464.0,True,True,True
16170075_frame_000063,16170075,0,left_nostril,611.0,460.0,True,True,True
16170075_frame_000063,16170075,0,right_nostril,470.0,464.0,True,True,True
16170075_frame_000066,16170075,0,left_nostril,612.0,456.0,True,True,True
16170075_frame_000066,16170075,0,right_nostril,473.0,458.0,True,True,True
16170075_frame_000069,16170075,0,left_nostril,610.0,457.0,True,True,True
16170075_frame_000069,16170075,0,right_nostril,473.0,458.0,True,True,True
16170075_frame_000072,16170075,0,left_nostril,610.0,456.0,True,True,True
16170075_frame_000072,16170075,0,right_nostril,474.0,458.0,True,True,True
16170075_frame_000075,16170075,0,left_nostril,612.0,456.0,True,True,True
16170075_frame_000075,16170075,0,right_nostril,474.0,456.0,True,True,True
16170075_frame_000078,16170075,0,left_nostril,609.0,455.0,True,True,True
16170075_frame_000078,16170075,0,right_nostril,474.0,456.0,True,True,True
16170075_frame_000081,16170075,0,left_nostril,612.0,451.0,True,True,True
16170075_frame_000081,16170075,0,right_nostril,473.0,453.0,True,True,True
16170075_frame_000084,16170075,0,left_nostril,614.0,448.0,True,True,True
16170075_frame_000084,16170075,0,right_nostril,477.0,449.0,True,True,True
16170075_frame_000087,16170075,0,left_nostril,614.0,448.0,True,True,True
16170075_frame_000087,16170075,0,right_nostril,477.0,449.0,True,True,True
16170075_frame_000090,16170075,0,left_nostril,614.0,447.0,True,True,True
16170075_frame_000090,16170075,0,right_nostril,477.0,448.0,True,True,True
16170075_frame_000093,16170075,0,left_nostril,615.0,447.0,True,True,True
16170075_frame_000093,16170075,0,right_nostril,478.0,448.0,True,True,True
16170075_frame_000096,16170075,0,left_nostril,614.0,448.0,True,True,True
16170075_frame_000096,16170075,0,right_nostril,477.0,449.0,True,True,True
16170075_frame_000099,16170075,0,left_nostril,614.0,448.0,True,True,True
16170075_frame_000099,16170075,0,right_nostril,476.0,450.0,True,True,True
16170075_frame_000102,16170075,0,left_nostril,614.0,448.0,True,True,True
16170075_frame_000102,16170075,0,right_nostril,477.0,449.0,True,True,True
16170075_frame_000105,16170075,0,left_nostril,611.0,448.0,True,True,True
16170075_frame_000105,16170075,0,right_nostril,474.0,450.0,True,True,True
16170075_frame_000108,16170075,0,left_nostril,608.0,447.0,True,True,True
16170075_frame_000108,16170075,0,right_nostril,475.0,449.0,True,True,True
16170075_frame_000111,16170075,0,left_nostril,615.0,448.0,True,True,True
16170075_frame_000111,16170075,0,right_nostril,479.0,449.0,True,True,True
16170075_frame_000114,16170075,0,left_nostril,618.0,447.0,True,True,True
16170075_frame_000114,16170075,0,right_nostril,480.0,447.0,True,True,True
16170075_frame_000117,16170075,0,left_nostril,618.0,446.0,True,True,True
16170075_frame_000117,16170075,0,right_nostril,480.0,447.0,True,True,True
16170075_frame_000120,16170075,0,left_nostril,622.0,445.0,True,True,True
16170075_frame_000120,16170075,0,right_nostril,482.0,445.0,True,True,True
16170075_frame_000123,16170075,0,left_nostril,623.0,444.0,True,True,True
16170075_frame_000123,16170075,0,right_nostril,484.0,445.0,True,True,True
170272_frame_000000,170272,0,left_nostril,691.0,791.0,True,True,True
170272_frame_000000,170272,0,right_nostril,594.0,788.0,True,True,True
170272_frame_000003,170272,0,left_nostril,673.0,789.0,True,True,True
170272_frame_000003,170272,0,right_nostril,574.0,787.0,True,True,True
170272_frame_000006,170272,0,left_nostril,663.0,782.0,True,True,True
170272_frame_000006,170272,0,right_nostril,569.0,782.0,True,True,True
170272_frame_000009,170272,0,left_nostril,660.0,789.0,True,True,True
170272_frame_000009,170272,0,right_nostril,566.0,787.0,True,True,True
170272_frame_000012,170272,0,left_nostril,656.0,794.0,True,True,True
170272_frame_000012,170272,0,right_nostril,567.0,792.0,True,True,True
170272_frame_000015,170272,0,left_nostril,657.0,793.0,True,True,True
170272_frame_000015,170272,0,right_nostril,565.0,792.0,True,True,True
170272_frame_000018,170272,0,left_nostril,655.0,794.0,True,True,True
170272_frame_000018,170272,0,right_nostril,564.0,793.0,True,True,True
170272_frame_000021,170272,0,left_nostril,654.0,794.0,True,True,True
170272_frame_000021,170272,0,right_nostril,564.0,792.0,True,True,True
170272_frame_000024,170272,0,left_nostril,656.0,791.0,True,True,True
170272_frame_000024,170272,0,right_nostril,563.0,790.0,True,True,True
170272_frame_000027,170272,0,left_nostril,655.0,791.0,True,True,True
170272_frame_000027,170272,0,right_nostril,564.0,790.0,True,True,True
170272_frame_000030,170272,0,left_nostril,654.0,792.0,True,True,True
170272_frame_000030,170272,0,right_nostril,564.0,790.0,True,True,True
170272_frame_000033,170272,0,left_nostril,656.0,793.0,True,True,True
170272_frame_000033,170272,0,right_nostril,563.0,792.0,True,True,True
170272_frame_000036,170272,0,left_nostril,656.0,795.0,True,True,True
170272_frame_000036,170272,0,right_nostril,563.0,794.0,True,True,True
170272_frame_000039,170272,0,left_nostril,652.0,797.0,True,True,True
170272_frame_000039,170272,0,right_nostril,564.0,794.0,True,True,True
170272_frame_000042,170272,0,left_nostril,657.0,797.0,True,True,True
170272_frame_000042,170272,0,right_nostril,565.0,795.0,True,True,True
170272_frame_000045,170272,0,left_nostril,658.0,796.0,True,True,True
170272_frame_000045,170272,0,right_nostril,561.0,796.0,True,True,True
170272_frame_000048,170272,0,left_nostril,654.0,796.0,True,True,True
170272_frame_000048,170272,0,right_nostril,564.0,794.0,True,True,True
170272_frame_000051,170272,0,left_nostril,653.0,795.0,True,True,True
170272_frame_000051,170272,0,right_nostril,560.0,795.0,True,True,True
170272_frame_000054,170272,0,left_nostril,654.0,797.0,True,True,True
170272_frame_000054,170272,0,right_nostril,556.0,798.0,True,True,True
170272_frame_000057,170272,0,left_nostril,648.0,797.0,True,True,True
170272_frame_000057,170272,0,right_nostril,555.0,798.0,True,True,True
170272_frame_000060,170272,0,left_nostril,646.0,803.0,True,True,True
170272_frame_000060,170272,0,right_nostril,558.0,801.0,True,True,True
170272_frame_000063,170272,0,left_nostril,650.0,804.0,True,True,True
170272_frame_000063,170272,0,right_nostril,555.0,804.0,True,True,True
170272_frame_000066,170272,0,left_nostril,651.0,805.0,True,True,True
170272_frame_000066,170272,0,right_nostril,554.0,805.0,True,True,True
170272_frame_000069,170272,0,left_nostril,650.0,806.0,True,True,True
170272_frame_000069,170272,0,right_nostril,557.0,806.0,True,True,True
170272_frame_000072,170272,0,left_nostril,656.0,807.0,True,True,True
170272_frame_000072,170272,0,right_nostril,560.0,808.0,True,True,True
170272_frame_000075,170272,0,left_nostril,658.0,811.0,True,True,True
170272_frame_000075,170272,0,right_nostril,560.0,810.0,True,True,True
170272_frame_000078,170272,0,left_nostril,655.0,808.0,True,True,True
170272_frame_000078,170272,0,right_nostril,560.0,807.0,True,True,True
170272_frame_000081,170272,0,left_nostril,654.0,809.0,True,True,True
170272_frame_000081,170272,0,right_nostril,561.0,809.0,True,True,True
170272_frame_000084,170272,0,left_nostril,652.0,808.0,True,True,True
170272_frame_000084,170272,0,right_nostril,552.0,807.0,True,True,True
170272_frame_000087,170272,0,left_nostril,640.0,804.0,True,True,True
170272_frame_000087,170272,0,right_nostril,549.0,802.0,True,True,True
170272_frame_000090,170272,0,left_nostril,632.0,809.0,True,True,True
170272_frame_000090,170272,0,right_nostril,542.0,808.0,True,True,True
170272_frame_000093,170272,0,left_nostril,637.0,809.0,True,True,True
170272_frame_000093,170272,0,right_nostril,543.0,809.0,True,True,True
170272_frame_000096,170272,0,left_nostril,638.0,809.0,True,True,True
170272_frame_000096,170272,0,right_nostril,544.0,808.0,True,True,True
170272_frame_000099,170272,0,left_nostril,636.0,809.0,True,True,True
170272_frame_000099,170272,0,right_nostril,544.0,808.0,True,True,True
170272_frame_000102,170272,0,left_nostril,634.0,808.0,True,True,True
170272_frame_000102,170272,0,right_nostril,543.0,807.0,True,True,True
170272_frame_000105,170272,0,left_nostril,635.0,809.0,True,True,True
170272_frame_000105,170272,0,right_nostril,543.0,808.0,True,True,True
170333_frame_000000,170333,0,left_nostril,779.0,553.0,True,True,True
170333_frame_000000,170333,0,right_nostril,616.0,554.0,True,True,True
170333_frame_000003,170333,0,left_nostril,785.0,549.0,True,True,True
170333_frame_000003,170333,0,right_nostril,621.0,550.0,True,True,True
170333_frame_000006,170333,0,left_nostril,807.0,546.0,True,True,True
170333_frame_000009,170333,0,left_nostril,819.0,532.0,True,True,True
170333_frame_000009,170333,0,right_nostril,646.0,533.0,True,True,True
170333_frame_000012,170333,0,left_nostril,818.0,526.0,True,True,True
170333_frame_000012,170333,0,right_nostril,647.0,521.0,True,True,True
170333_frame_000015,170333,0,left_nostril,814.0,521.0,True,True,True
170333_frame_000015,170333,0,right_nostril,640.0,519.0,True,True,True
170333_frame_000018,170333,0,left_nostril,817.0,513.0,True,True,True
170333_frame_000018,170333,0,right_nostril,641.0,513.0,True,True,True
170333_frame_000021,170333,0,left_nostril,795.0,498.0,True,True,True
170333_frame_000021,170333,0,right_nostril,624.0,497.0,True,True,True
170333_frame_000024,170333,0,left_nostril,796.0,454.0,True,True,True
170333_frame_000024,170333,0,right_nostril,631.0,453.0,True,True,True
170333_frame_000027,170333,0,left_nostril,799.0,411.0,True,True,True
170333_frame_000030,170333,0,left_nostril,769.0,347.0,True,True,True
170333_frame_000030,170333,0,right_nostril,600.0,348.0,True,True,True
170333_frame_000033,170333,0,left_nostril,758.0,344.0,True,True,True
170333_frame_000033,170333,0,right_nostril,593.0,344.0,True,True,True
170333_frame_000036,170333,0,left_nostril,701.0,304.0,True,True,True
170333_frame_000039,170333,0,left_nostril,647.0,331.0,True,True,True
170333_frame_000039,170333,0,right_nostril,473.0,331.0,True,True,True
170333_frame_000042,170333,0,left_nostril,656.0,323.0,True,True,True
170333_frame_000042,170333,0,right_nostril,491.0,323.0,True,True,True
170333_frame_000045,170333,0,left_nostril,666.0,310.0,True,True,True
170333_frame_000045,170333,0,right_nostril,502.0,310.0,True,True,True
170333_frame_000048,170333,0,left_nostril,691.0,312.0,True,True,True
170333_frame_000048,170333,0,right_nostril,523.0,313.0,True,True,True
170333_frame_000051,170333,0,left_nostril,665.0,318.0,True,True,True
170333_frame_000051,170333,0,right_nostril,495.0,319.0,True,True,True
170333_frame_000054,170333,0,left_nostril,676.0,321.0,True,True,True
170333_frame_000054,170333,0,right_nostril,506.0,322.0,True,True,True
170333_frame_000057,170333,0,left_nostril,682.0,307.0,True,True,True
170333_frame_000060,170333,0,left_nostril,676.0,303.0,True,True,True
170333_frame_000060,170333,0,right_nostril,507.0,306.0,True,True,True
170333_frame_000063,170333,0,left_nostril,699.0,311.0,True,True,True
170333_frame_000063,170333,0,right_nostril,537.0,309.0,True,True,True
170333_frame_000066,170333,0,left_nostril,736.0,302.0,True,True,True
170333_frame_000066,170333,0,right_nostril,569.0,301.0,True,True,True
170333_frame_000069,170333,0,left_nostril,740.0,309.0,True,True,True
170333_frame_000069,170333,0,right_nostril,574.0,311.0,True,True,True
170333_frame_000072,170333,0,left_nostril,737.0,314.0,True,True,True
170333_frame_000072,170333,0,right_nostril,576.0,312.0,True,True,True
170333_frame_000075,170333,0,left_nostril,734.0,318.0,True,True,True
170333_frame_000075,170333,0,right_nostril,568.0,316.0,True,True,True
170333_frame_000078,170333,0,left_nostril,747.0,327.0,True,True,True
170333_frame_000078,170333,0,right_nostril,576.0,330.0,True,True,True
170333_frame_000081,170333,0,left_nostril,758.0,331.0,True,True,True
170333_frame_000081,170333,0,right_nostril,591.0,331.0,True,True,True
170333_frame_000084,170333,0,left_nostril,745.0,336.0,True,True,True
170333_frame_000084,170333,0,right_nostril,582.0,338.0,True,True,True
170333_frame_000087,170333,0,left_nostril,767.0,323.0,True,True,True
170333_frame_000087,170333,0,right_nostril,598.0,321.0,True,True,True
170334_frame_000000,170334,0,left_nostril,676.0,726.0,True,True,True
170334_frame_000000,170334,0,right_nostril,567.0,725.0,True,True,True
170334_frame_000003,170334,0,left_nostril,688.0,713.0,True,True,True
170334_frame_000003,170334,0,right_nostril,580.0,711.0,True,True,True
170334_frame_000006,170334,0,left_nostril,687.0,709.0,True,True,True
170334_frame_000006,170334,0,right_nostril,580.0,707.0,True,True,True
170334_frame_000009,170334,0,left_nostril,692.0,695.0,True,True,True
170334_frame_000009,170334,0,right_nostril,572.0,695.0,True,True,True
170334_frame_000012,170334,0,left_nostril,696.0,699.0,True,True,True
170334_frame_000012,170334,0,right_nostril,586.0,697.0,True,True,True
170334_frame_000015,170334,0,left_nostril,692.0,702.0,True,True,True
170334_frame_000015,170334,0,right_nostril,578.0,699.0,True,True,True
170334_frame_000018,170334,0,left_nostril,701.0,677.0,True,True,True
170334_frame_000018,170334,0,right_nostril,613.0,676.0,True,True,True
170334_frame_000021,170334,0,left_nostril,706.0,681.0,True,True,True
170334_frame_000021,170334,0,right_nostril,612.0,681.0,True,True,True
170334_frame_000024,170334,0,left_nostril,736.0,676.0,True,True,True
170334_frame_000024,170334,0,right_nostril,633.0,673.0,True,True,True
170334_frame_000027,170334,0,left_nostril,745.0,687.0,True,True,True
170334_frame_000027,170334,0,right_nostril,641.0,684.0,True,True,True
170334_frame_000030,170334,0,left_nostril,769.0,680.0,True,True,True
170334_frame_000030,170334,0,right_nostril,659.0,677.0,True,True,True
170334_frame_000033,170334,0,left_nostril,767.0,679.0,True,True,True
170334_frame_000033,170334,0,right_nostril,661.0,676.0,True,True,True
170334_frame_000036,170334,0,left_nostril,763.0,679.0,True,True,True
170334_frame_000036,170334,0,right_nostril,657.0,676.0,True,True,True
170334_frame_000039,170334,0,left_nostril,765.0,657.0,True,True,True
170334_frame_000039,170334,0,right_nostril,658.0,654.0,True,True,True
170334_frame_000042,170334,0,left_nostril,768.0,676.0,True,True,True
170334_frame_000042,170334,0,right_nostril,660.0,673.0,True,True,True
170334_frame_000045,170334,0,left_nostril,760.0,658.0,True,True,True
170334_frame_000045,170334,0,right_nostril,650.0,658.0,True,True,True
170334_frame_000048,170334,0,left_nostril,780.0,656.0,True,True,True
170334_frame_000048,170334,0,right_nostril,675.0,654.0,True,True,True
170334_frame_000051,170334,0,left_nostril,766.0,653.0,True,True,True
170334_frame_000051,170334,0,right_nostril,664.0,650.0,True,True,True
170334_frame_000054,170334,0,left_nostril,776.0,665.0,True,True,True
170334_frame_000054,170334,0,right_nostril,665.0,662.0,True,True,True
170334_frame_000057,170334,0,left_nostril,761.0,658.0,True,True,True
170334_frame_000057,170334,0,right_nostril,658.0,656.0,True,True,True
170334_frame_000060,170334,0,left_nostril,765.0,656.0,True,True,True
170334_frame_000060,170334,0,right_nostril,664.0,651.0,True,True,True
170334_frame_000063,170334,0,left_nostril,764.0,639.0,True,True,True
170334_frame_000063,170334,0,right_nostril,668.0,638.0,True,True,True
170334_frame_000066,170334,0,left_nostril,761.0,653.0,True,True,True
170334_frame_000066,170334,0,right_nostril,655.0,650.0,True,True,True
170334_frame_000069,170334,0,left_nostril,775.0,649.0,True,True,True
170334_frame_000069,170334,0,right_nostril,668.0,643.0,True,True,True
170334_frame_000072,170334,0,left_nostril,750.0,654.0,True,True,True
170334_frame_000072,170334,0,right_nostril,649.0,651.0,True,True,True
170334_frame_000075,170334,0,left_nostril,765.0,646.0,True,True,True
170334_frame_000075,170334,0,right_nostril,662.0,643.0,True,True,True
170334_frame_000078,170334,0,left_nostril,752.0,664.0,True,True,True
170334_frame_000078,170334,0,right_nostril,645.0,662.0,True,True,True
170334_frame_000081,170334,0,left_nostril,770.0,650.0,True,True,True
170334_frame_000081,170334,0,right_nostril,671.0,647.0,True,True,True
170334_frame_000084,170334,0,left_nostril,738.0,671.0,True,True,True
170334_frame_000084,170334,0,right_nostril,635.0,669.0,True,True,True
170334_frame_000087,170334,0,left_nostril,768.0,653.0,True,True,True
170334_frame_000087,170334,0,right_nostril,654.0,651.0,True,True,True
170334_frame_000090,170334,0,left_nostril,723.0,657.0,True,True,True
170334_frame_000090,170334,0,right_nostril,625.0,654.0,True,True,True
170334_frame_000093,170334,0,left_nostril,754.0,642.0,True,True,True
170334_frame_000093,170334,0,right_nostril,656.0,638.0,True,True,True
170334_frame_000096,170334,0,left_nostril,752.0,666.0,True,True,True
170334_frame_000096,170334,0,right_nostril,652.0,664.0,True,True,True
170334_frame_000099,170334,0,left_nostril,753.0,674.0,True,True,True
170334_frame_000099,170334,0,right_nostril,650.0,672.0,True,True,True
170334_frame_000102,170334,0,left_nostril,767.0,704.0,True,True,True
170334_frame_000102,170334,0,right_nostril,655.0,701.0,True,True,True
170334_frame_000105,170334,0,left_nostril,769.0,707.0,True,True,True
170334_frame_000105,170334,0,right_nostril,675.0,702.0,True,True,True
170334_frame_000108,170334,0,left_nostril,780.0,715.0,True,True,True
170334_frame_000108,170334,0,right_nostril,677.0,713.0,True,True,True
170334_frame_000111,170334,0,left_nostril,730.0,705.0,True,True,True
170334_frame_000111,170334,0,right_nostril,633.0,702.0,True,True,True
170334_frame_000114,170334,0,left_nostril,761.0,700.0,True,True,True
170334_frame_000114,170334,0,right_nostril,667.0,695.0,True,True,True
170334_frame_000117,170334,0,left_nostril,734.0,713.0,True,True,True
170334_frame_000117,170334,0,right_nostril,639.0,713.0,True,True,True
170334_frame_000120,170334,0,left_nostril,772.0,700.0,True,True,True
170334_frame_000120,170334,0,right_nostril,670.0,697.0,True,True,True
170334_frame_000123,170334,0,left_nostril,748.0,720.0,True,True,True
170334_frame_000123,170334,0,right_nostril,644.0,718.0,True,True,True
170334_frame_000126,170334,0,left_nostril,771.0,692.0,True,True,True
170334_frame_000126,170334,0,right_nostril,660.0,693.0,True,True,True
170334_frame_000129,170334,0,left_nostril,780.0,694.0,True,True,True
170334_frame_000129,170334,0,right_nostril,672.0,693.0,True,True,True
170334_frame_000132,170334,0,left_nostril,766.0,698.0,True,True,True
170334_frame_000132,170334,0,right_nostril,661.0,696.0,True,True,True
170334_frame_000135,170334,0,left_nostril,759.0,712.0,True,True,True
170334_frame_000135,170334,0,right_nostril,668.0,712.0,True,True,True
170334_frame_000138,170334,0,left_nostril,760.0,713.0,True,True,True
170334_frame_000138,170334,0,right_nostril,651.0,713.0,True,True,True
177395_frame_000000,177395,0,left_nostril,670.0,632.0,True,True,True
177395_frame_000003,177395,0,left_nostril,666.0,628.0,True,True,True
177395_frame_000006,177395,0,left_nostril,668.0,606.0,True,True,True
177395_frame_000009,177395,0,left_nostril,675.0,586.0,True,True,True
177395_frame_000012,177395,0,left_nostril,698.0,585.0,True,True,True
177395_frame_000012,177395,0,right_nostril,572.0,584.0,True,True,True
177395_frame_000015,177395,0,left_nostril,724.0,578.0,True,True,True
177395_frame_000015,177395,0,right_nostril,600.0,577.0,True,True,True
177395_frame_000018,177395,0,left_nostril,854.0,568.0,True,True,True
177395_frame_000018,177395,0,right_nostril,721.0,569.0,True,True,True
177395_frame_000021,177395,0,left_nostril,888.0,552.0,True,True,True
177395_frame_000021,177395,0,right_nostril,746.0,549.0,True,True,True
177395_frame_000024,177395,0,left_nostril,891.0,560.0,True,True,True
177395_frame_000024,177395,0,right_nostril,764.0,559.0,True,True,True
177395_frame_000027,177395,0,left_nostril,891.0,576.0,True,True,True
177395_frame_000027,177395,0,right_nostril,760.0,576.0,True,True,True
177395_frame_000030,177395,0,left_nostril,892.0,586.0,True,True,True
177395_frame_000030,177395,0,right_nostril,760.0,584.0,True,True,True
177395_frame_000033,177395,0,left_nostril,908.0,584.0,True,True,True
177395_frame_000033,177395,0,right_nostril,777.0,582.0,True,True,True
177395_frame_000036,177395,0,left_nostril,899.0,577.0,True,True,True
177395_frame_000036,177395,0,right_nostril,769.0,578.0,True,True,True
177395_frame_000039,177395,0,left_nostril,920.0,582.0,True,True,True
177395_frame_000039,177395,0,right_nostril,783.0,580.0,True,True,True
177395_frame_000042,177395,0,left_nostril,911.0,580.0,True,True,True
177395_frame_000042,177395,0,right_nostril,775.0,577.0,True,True,True
177395_frame_000045,177395,0,left_nostril,923.0,584.0,True,True,True
177395_frame_000045,177395,0,right_nostril,781.0,581.0,True,True,True
177395_frame_000048,177395,0,left_nostril,937.0,579.0,True,True,True
177395_frame_000048,177395,0,right_nostril,801.0,578.0,True,True,True
177395_frame_000051,177395,0,left_nostril,927.0,576.0,True,True,True
177395_frame_000051,177395,0,right_nostril,797.0,575.0,True,True,True
177395_frame_000054,177395,0,left_nostril,954.0,582.0,True,True,True
177395_frame_000054,177395,0,right_nostril,812.0,581.0,True,True,True
177395_frame_000057,177395,0,left_nostril,938.0,578.0,True,True,True
177395_frame_000057,177395,0,right_nostril,805.0,576.0,True,True,True
177395_frame_000060,177395,0,left_nostril,954.0,584.0,True,True,True
177395_frame_000060,177395,0,right_nostril,811.0,584.0,True,True,True
177395_frame_000063,177395,0,left_nostril,950.0,581.0,True,True,True
177395_frame_000063,177395,0,right_nostril,810.0,580.0,True,True,True
177395_frame_000066,177395,0,left_nostril,950.0,587.0,True,True,True
177395_frame_000066,177395,0,right_nostril,812.0,587.0,True,True,True
177395_frame_000069,177395,0,left_nostril,961.0,585.0,True,True,True
177395_frame_000069,177395,0,right_nostril,827.0,583.0,True,True,True
190546_frame_000000,190546,0,left_nostril,811.0,527.0,True,True,True
190546_frame_000000,190546,0,right_nostril,670.0,531.0,True,True,True
190546_frame_000003,190546,0,left_nostril,801.0,532.0,True,True,True
190546_frame_000003,190546,0,right_nostril,663.0,533.0,True,True,True
190546_frame_000006,190546,0,left_nostril,781.0,531.0,True,True,True
190546_frame_000006,190546,0,right_nostril,650.0,532.0,True,True,True
190546_frame_000009,190546,0,left_nostril,772.0,545.0,True,True,True
190546_frame_000009,190546,0,right_nostril,640.0,546.0,True,True,True
190546_frame_000012,190546,0,left_nostril,774.0,540.0,True,True,True
190546_frame_000012,190546,0,right_nostril,640.0,541.0,True,True,True
190546_frame_000015,190546,0,left_nostril,796.0,537.0,True,True,True
190546_frame_000015,190546,0,right_nostril,660.0,539.0,True,True,True
190546_frame_000018,190546,0,left_nostril,808.0,542.0,True,True,True
190546_frame_000018,190546,0,right_nostril,669.0,542.0,True,True,True
190546_frame_000021,190546,0,left_nostril,822.0,543.0,True,True,True
190546_frame_000021,190546,0,right_nostril,678.0,544.0,True,True,True
190546_frame_000024,190546,0,left_nostril,820.0,541.0,True,True,True
190546_frame_000024,190546,0,right_nostril,682.0,542.0,True,True,True
190546_frame_000027,190546,0,left_nostril,826.0,539.0,True,True,True
190546_frame_000027,190546,0,right_nostril,688.0,541.0,True,True,True
190546_frame_000030,190546,0,left_nostril,819.0,544.0,True,True,True
190546_frame_000030,190546,0,right_nostril,684.0,548.0,True,True,True
190546_frame_000033,190546,0,left_nostril,831.0,556.0,True,True,True
190546_frame_000033,190546,0,right_nostril,692.0,558.0,True,True,True
190546_frame_000036,190546,0,left_nostril,848.0,544.0,True,True,True
190546_frame_000036,190546,0,right_nostril,704.0,544.0,True,True,True
190546_frame_000039,190546,0,left_nostril,879.0,544.0,True,True,True
190546_frame_000039,190546,0,right_nostril,742.0,543.0,True,True,True
190546_frame_000042,190546,0,left_nostril,908.0,547.0,True,True,True
190546_frame_000042,190546,0,right_nostril,772.0,545.0,True,True,True
190546_frame_000045,190546,0,left_nostril,951.0,535.0,True,True,True
190546_frame_000045,190546,0,right_nostril,826.0,533.0,True,True,True
190546_frame_000048,190546,0,right_nostril,877.0,532.0,True,True,True
190546_frame_000051,190546,0,right_nostril,934.0,548.0,True,True,True
190546_frame_000054,190546,0,right_nostril,947.0,547.0,True,True,True
190546_frame_000057,190546,0,right_nostril,892.0,555.0,True,True,True
190546_frame_000060,190546,0,left_nostril,922.0,565.0,True,True,True
190546_frame_000060,190546,0,right_nostril,792.0,566.0,True,True,True
190546_frame_000063,190546,0,left_nostril,863.0,542.0,True,True,True
190546_frame_000063,190546,0,right_nostril,725.0,544.0,True,True,True
190546_frame_000066,190546,0,left_nostril,853.0,538.0,True,True,True
190546_frame_000066,190546,0,right_nostril,713.0,538.0,True,True,True
190546_frame_000069,190546,0,left_nostril,856.0,548.0,True,True,True
190546_frame_000069,190546,0,right_nostril,716.0,548.0,True,True,True
190546_frame_000072,190546,0,left_nostril,860.0,547.0,True,True,True
190546_frame_000072,190546,0,right_nostril,721.0,546.0,True,True,True
190546_frame_000075,190546,0,left_nostril,863.0,542.0,True,True,True
190546_frame_000075,190546,0,right_nostril,728.0,544.0,True,True,True
190546_frame_000078,190546,0,left_nostril,864.0,545.0,True,True,True
190546_frame_000078,190546,0,right_nostril,729.0,545.0,True,True,True
190546_frame_000081,190546,0,left_nostril,864.0,546.0,True,True,True
190546_frame_000081,190546,0,right_nostril,725.0,546.0,True,True,True
190546_frame_000084,190546,0,left_nostril,863.0,539.0,True,True,True
190546_frame_000084,190546,0,right_nostril,724.0,540.0,True,True,True
