"window_id","annotation_round","event_id","event_time_seconds","event_start_seconds","event_end_seconds","event_type","confidence","annotator","notes","phase_basis","marking_mode"
"jiufu_440a29cebcae1c_first30","R3","043a1e3b-66f1-4c20-ab2d-07425175fc7d","21.955","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_440a29cebcae1c_first30","R3","96c5b7bb-5696-4b83-b911-180808d37e45","23.558","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_440a29cebcae1c_first30","R3","34e81c65-bd2f-4029-a015-393db27d72aa","25.378","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_440a29cebcae1c_first30","R3","45c6fbff-878e-44cb-91dc-db040f836b64","27.648","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_440a29cebcae1c_first30","R3","cc9a734b-c7ba-4bc5-86ff-2f32def01505","29.412","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_f920435ef76ec4_first30","R3","d3d548a8-8501-4686-a7db-6ec7cdc251e9","1.075","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_f920435ef76ec4_first30","R3","7c7f3efc-1043-41b5-9333-03174b62e318","2.512","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_f920435ef76ec4_first30","R3","09a5dfd1-5d67-43c0-91f9-7119f0b1c633","7.978","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_f920435ef76ec4_first30","R3","1922786a-49e1-417a-b44d-1e0fa0484e85","12.33","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_f920435ef76ec4_first30","R3","4536aef8-424f-4cd2-8a1a-77380f09de70","18.272","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_f920435ef76ec4_first30","R3","ea6499c7-25dd-49cb-b665-1c702ea63c6a","20.523","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_f920435ef76ec4_first30","R3","5ad123b2-c982-472b-9eab-b41eb57ff7f4","22.705","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_f920435ef76ec4_first30","R3","9c43e56e-edc8-467c-9bb9-94bd864f0986","24.972","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_f920435ef76ec4_first30","R3","7dc5d6d3-105d-4ffb-82f1-12d1a688f1e7","29.532","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_f920435ef76ec4_first30","R3","cea06f20-3608-49b3-b474-b06114c955bb","27.722","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_13f838ff73e069_first30","R3","7a786d18-708a-444a-a0c0-b4b29a70c0c0","0.948","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"jiufu_13f838ff73e069_first30","R3","9dee912e-c355-416a-85fa-4ba127696cb0","2.623","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"ns211095_anchored_30s","R3","5648ac8d-8947-4c26-81c1-ab6aeae77971","0.693","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"ns211095_anchored_30s","R3","a59dc609-dd3b-42ce-989e-234cd21c9cfd","4.387","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"ns211095_anchored_30s","R3","5597d364-2d7f-4640-bc93-902ddda3fdd1","5.427","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"ns211095_anchored_30s","R3","6bcd2b0e-86a3-41ab-bf22-b6c5dca66018","6.35","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"ns211095_anchored_30s","R3","1efc7994-1ef8-4f7b-8f6d-b52e94769a65","7.389","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"ns211095_anchored_30s","R3","c9d1b5bd-b747-45cb-8dbb-f06d5f58eaae","8.313","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"ns211095_anchored_30s","R3","e6dea487-53e4-40f7-a217-618c1f0f57ba","9.121","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"ns211095_anchored_30s","R3","da7fe553-faed-4a4f-ac2c-f68c1104582f","10.391","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"ns211095_anchored_30s","R3","673ca0be-6c64-44af-bd57-971a7761ef87","11.777","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"ns211095_anchored_30s","R3","12bb8a72-574d-4bd9-88cb-241e63899c84","13.162","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"ns211095_anchored_30s","R3","5a6e7ece-6ff8-48dc-bbb9-3b9ec7713a56","14.894","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"ns211095_anchored_30s","R3","e461ee27-cde4-46e0-a62e-9196764d0bb7","15.472","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"ns211095_anchored_30s","R3","223bb05c-0ad0-40fe-bdf9-9a69907f9db3","17.55","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"ns211095_anchored_30s","R3","97068ec0-b40b-4367-9631-2894f945b750","18.705","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"ns211095_anchored_30s","R3","bf5c318f-c1f8-4c47-a678-15903c0e4ddf","19.859","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"ns211095_anchored_30s","R3","cdf72ba2-67a5-4609-b4ba-07e4c257164e","21.129","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"ns211095_anchored_30s","R3","98b48e60-dbb1-4f51-a53d-c950fdba43fc","22.399","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
"ns211095_anchored_30s","R3","61aade1c-09d9-4510-acec-2fb0aea852e0","23.669","","","expiration_peak","confirmed","1","","visible_expiration","paused_frame_review"
