file_id,farm,path,relative_path,bytes,sampled_fingerprint,sha256_full,date_from_name,time_from_name,cow_token,cow_identity_verified,session_token,modality_hint,modality_verified,opens,fps_metadata,frames_metadata,duration_seconds_metadata,width,height,known_development_session,known_development_cow,yolo_training_exposure,rr_tuning_exposure_review,rr_result_viewing_exposure_review,candidate_role,eligible_independent_test,sampled_duplicate_group_size
lindian_4e04cd174df46a,lindian,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T164945n190588\190588.MP4,0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T164945n190588\190588.MP4,1484353,ad686a7dcdcf37ae5ba9f454dbf1775ebe36d22b15d71798508489ed8d97226a,,20230805,164945,190588,,20230805T164945_190588,derived_clip_hint,,True,8.64506606080778,97,11.220272849012387,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_074f30f95cb1c5,lindian,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T165553n200653\200653.MP4,0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T165553n200653\200653.MP4,1639896,9d5e8d322d710a311cf61b1eba871e3dc52fde8bdb613edbe9e0b8ad103aca2a,,20230805,165553,200653,,20230805T165553_200653,derived_clip_hint,,True,8.635083534611491,113,13.086150185701023,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_e0071a1215b7b9,lindian,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T170148n200939\200939.MP4,0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T170148n200939\200939.MP4,1192561,2dd3ed58a88c39c7eb7fe01fb0a6bbfdbe25fdd18891e7b63cca136c383fab64,,20230805,170148,200939,,20230805T170148_200939,derived_clip_hint,,True,8.667925085501977,72,8.306486187845303,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_65b1b5e0e91220,lindian,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T170919n210989\210989.MP4,0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T170919n210989\210989.MP4,1860226,4521cd4a0130b0dbc56fde9d0b44bbb8c6026d605c27cd68763736ca0c99cf9e,,20230805,170919,210989,,20230805T170919_210989,derived_clip_hint,,True,8.655747308809529,141,16.289754653130288,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_c6cd180322214f,lindian,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171538n211070\211070.MP4,0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171538n211070\211070.MP4,1300269,abf6d2c21ab1ad023256e96d322699f18c72ea79f5e57476114a5736f40e311b,,20230805,171538,211070,,20230805T171538_211070,derived_clip_hint,,True,8.747097425542655,88,10.060480147737765,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_1deac19df26cd3,lindian,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171734n190546\190546.MP4,0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171734n190546\190546.MP4,1539237,3cdf0d094210b7064ca8dde8a93f199bdac5afd2bc8f207a438b9f435a2af9d5,,20230805,171734,190546,,20230805T171734_190546,derived_clip_hint,,True,8.66325345265241,106,12.235588001589194,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_c226e47242194f,lindian,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T172108n211040\211040.MP4,0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T172108n211040\211040.MP4,1349035,65f5048a064924e7c14531da1219b139571f294a05b0d096f15a65acf08b0ee8,,20230805,172108,211040,,20230805T172108_211040,derived_clip_hint,,True,8.69753872328764,88,10.117804910069582,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_25c25ebe14e9e4,lindian,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T172615n177395哆嗦\177395.MP4,0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T172615n177395哆嗦\177395.MP4,1070929,80f46f18a36f4b709d9d969ce2a5e1f0db80b02da00c3d8fe3fce5d0486739ea,,,,,,177395,unknown,,True,8.633888988342829,72,8.339231613611416,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_754c73afd44ee7,lindian,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T173428n170333\170333.MP4,0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T173428n170333\170333.MP4,1283280,f726eff83e95993d62d88b36bbc166c5ea10d384f1c82b017e7841a19e6f6c45,,20230805,173428,170333,,20230805T173428_170333,derived_clip_hint,,True,8.654469235753886,90,10.399251247920132,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_fdfc2a849e9393,lindian,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T173827n196434\196434.MP4,0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T173827n196434\196434.MP4,1969830,0b7a802674ffe0f7650a8a5f79ae539d46e6189e7a8c51f7328916084b6be8a4,,20230805,173827,196434,,20230805T173827_196434,derived_clip_hint,,True,8.586890652085065,130,15.139356638765797,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_6d3fc28ac46b3f,lindian,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T073349n211030\ns211030.MP4,0806\B0806新产牛\20230806T073349n211030\ns211030.MP4,1687228,bced4241569b46a50629cbabf542c7d89890af2e9de094b93371f143d50963e4,,20230806,073349,211030,,20230806T073349_211030,derived_clip_hint,,True,8.65741456625947,116,13.398919401652156,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_1a5b31cb32bb01,lindian,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T073953n210947\ns210947.MP4,0806\B0806新产牛\20230806T073953n210947\ns210947.MP4,1892378,19101ab77ffddae7237982f78902ca37b55467b2084de72cb0c4b06c6a21e315,,20230806,073953,210947,,20230806T073953_210947,derived_clip_hint,,True,8.67178924259056,115,13.261392405063292,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_d5ec0ee3f20b94,lindian,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T074647n211003\ns211003.MP4,0806\B0806新产牛\20230806T074647n211003\ns211003.MP4,1732101,91b3ab37276bef8c1b802953bd4a8101cb4ee8098cf69341dfda60a6eb102579,,20230806,074647,211003,,20230806T074647_211003,derived_clip_hint,,True,8.655017702793744,115,13.287090096058298,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_858ad4c144a1e5,lindian,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T081727n170082\ns170082.MP4,0806\B0806新产牛\20230806T081727n170082\ns170082.MP4,1030775,e505ced7e545bda5c10f626d70576c599b8be2fa82452898d5ca677e4ad6bcd7,,20230806,081727,170082,,20230806T081727_170082,derived_clip_hint,,True,8.6597165196901,80,9.238177695320552,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_20f95c70a5e1d5,lindian,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T082655n211095\ns211095.MP4,0806\B0806新产牛\20230806T082655n211095\ns211095.MP4,1497799,667cb624a2d67d909b02d412f102bdacc2421b07e69f4407175440524bb11066,,20230806,082655,211095,,20230806T082655_211095,derived_clip_hint,,True,8.661470142345411,97,11.199022614622058,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_7b40c335a27027,lindian,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T083322n211013\ns211013.MP4,0806\B0806新产牛\20230806T083322n211013\ns211013.MP4,956603,484b09bfe6f2af7a94ccc7590ef54d1d3939f87da3ea324bc1360d087d1ec922,,20230806,083322,211013,,20230806T083322_211013,derived_clip_hint,,True,8.622537644255283,62,7.190458604875694,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_3e9105589d1893,lindian,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T095917n200751\zs200751.MP4,0806\B0806正常\20230806T095917n200751\zs200751.MP4,1187528,4ffc27e65e748bddd2a5c2c5c3409001fc2cdfad126f993b77c1102551261ada,,20230806,095917,200751,,20230806T095917_200751,derived_clip_hint,,True,8.632642833277648,87,10.078026124818576,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_dbb3cffd7d7b0d,lindian,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T100418n16110577\zs16110577.MP4,0806\B0806正常\20230806T100418n16110577\zs16110577.MP4,1131568,207cc0b4ca72dae0193666e688902e05053d842d92841d25c06eb655aff4a067,,20230806,100418,16110577,,20230806T100418_16110577,derived_clip_hint,,True,8.644624874307755,71,8.213196180555554,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_8ac7f1f9c776f7,lindian,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T101001n200783\zs200783.MP4,0806\B0806正常\20230806T101001n200783\zs200783.MP4,1946002,5133df18c19166126aaecb5af59d121a32acdec585081f287f4891a7017280dd,,20230806,101001,200783,,20230806T101001_200783,derived_clip_hint,,True,8.601292284302547,140,16.276623950508174,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_1912b76997cab0,lindian,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T101554n197000\zs197000.MP4,0806\B0806正常\20230806T101554n197000\zs197000.MP4,1593426,91eb885d9c7ee6a45370ae52a576fae2f9e8f7ab60172faf7cb97bf6d416154d,,20230806,101554,197000,,20230806T101554_197000,derived_clip_hint,,True,8.617616452187889,107,12.416426351028218,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_75e22b3afd1eba,lindian,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T101929n170554\zs170554.MP4,0806\B0806正常\20230806T101929n170554\zs170554.MP4,1499021,08febb0d610531a8a7e36a59b415866066752024fa408da0e9fd1ba8bf489d8b,,20230806,101929,170554,,20230806T101929_170554,derived_clip_hint,,True,8.67618035524518,114,13.139422572178479,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_15eb5887369a58,lindian,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T102337n190621\zs190621.MP4,0806\B0806正常\20230806T102337n190621\zs190621.MP4,1308426,9b7eeea19cee1512234c311415c48af19af4a4533a900cd2a513c162c0fb5635,,20230806,102337,190621,,20230806T102337_190621,derived_clip_hint,,True,8.673076412313087,89,10.261641402541724,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_f70fe4b36a5649,lindian,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T102804n211062\zs211062.MP4,0806\B0806正常\20230806T102804n211062\zs211062.MP4,2306363,df134743f62e994379eb73a8c36155a714cd605fea4d918ab84efacda1593059,,20230806,102804,211062,,20230806T102804_211062,derived_clip_hint,,True,8.620919773683447,140,16.23956650511578,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_1bc1739213be94,lindian,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103306n170236\zs170236.MP4,0806\B0806正常\20230806T103306n170236\zs170236.MP4,1580338,ee1441a46b60724ef9dd1e43cb46b5ed9b5545d021c69bbaf186a404d054ff2b,,20230806,103306,170236,,20230806T103306_170236,derived_clip_hint,,True,8.771813240121743,106,12.084160606060605,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_1fc818f4551f0b,lindian,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103535n200796\zs200796.MP4,0806\B0806正常\20230806T103535n200796\zs200796.MP4,1596287,7ac39177eb28c3c14907a9f8bd7b83ea8fd0fcbc7854e9274f7f6b78f6000e46,,20230806,103535,200796,,20230806T103535_200796,derived_clip_hint,,True,8.7384865257624,108,12.3591195891416,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_b68d3293415172,lindian,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103825n170416\zs170416.MP4,0806\B0806正常\20230806T103825n170416\zs170416.MP4,2006845,99a50012194855b939feff440d8bd806a2939cdf04076ddab27a8a0c40dd87dc,,20230806,103825,170416,,20230806T103825_170416,derived_clip_hint,,True,8.653175157013258,122,14.098870967741936,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_9fc30f4d58c43a,lindian,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T104144n170419\zs170419.MP4,0806\B0806正常\20230806T104144n170419\zs170419.MP4,2140871,003ce84080372bf8c46630ee48e51048ef2363ecb2f400eb01492ad9fd2c56c8,,20230806,104144,170419,,20230806T104144_170419,derived_clip_hint,,True,8.7453340443361,143,16.351576655052266,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_82fc92292a5235,lindian,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T075438n196399\s196399.MP4,0806\B3号舍病牛体温检测0806上午\20230806T075438n196399\s196399.MP4,1690319,140f4e58412a723fe4b683a9b28b142fe2e330d36ba8adfe55b9dc6b2dfdbb76,,20230806,075438,196399,,20230806T075438_196399,derived_clip_hint,,True,8.652701737681504,97,11.210371389270977,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_406a38974fcc24,lindian,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T080034n170227\s170227.MP4,0806\B3号舍病牛体温检测0806上午\20230806T080034n170227\s170227.MP4,2071813,fb7e44982d24c2951d3daec3dd911ae55fd26ec56605e833af2a873b7b05dbc2,,20230806,080034,170227,,20230806T080034_170227,derived_clip_hint,,True,8.652780228303966,132,15.255212373037859,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_33080aa30cbfdd,lindian,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T080921n50514\s0514.MP4,0806\B3号舍病牛体温检测0806上午\20230806T080921n50514\s0514.MP4,2242546,6db3bd6d3bbb305cb082efc620032b7250b6aad6971de1dbde8099787c3a6969,,20230806,080921,50514,,20230806T080921_50514,derived_clip_hint,,True,8.673167677376714,141,16.257036096256684,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_6eb1ed03b403a9,lindian,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T092453n455\s455.MP4,0806\B3号舍病牛体温检测0806上午\20230806T092453n455\s455.MP4,1680230,f93546ac9da71da4fc5118b4ef4f5cd7a3db716f8c92426c71d611deaf946e01,,20230806,092453,455,,20230806T092453_455,derived_clip_hint,,True,8.663016720698423,107,12.351355590062111,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_89b58d254556ca,lindian,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T093117n1479\bs1479.MP4,0806\B3号舍病牛体温检测0806上午\20230806T093117n1479\bs1479.MP4,1361798,a2ad02868f5200770919ee59f380be8970e94a74baa3400a8e37459733fd6c59,,20230806,093117,1479,,20230806T093117_1479,derived_clip_hint,,True,8.650783783008311,79,9.13212050856827,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_cbc97593e53c2f,lindian,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T093742n177611\bs177611.MP4,0806\B3号舍病牛体温检测0806上午\20230806T093742n177611\bs177611.MP4,2273664,4c05d524a4f4599d79560e9da398d7e3f91d2954c50d52b6d4f6357d2a8c127b,,20230806,093742,177611,,20230806T093742_177611,derived_clip_hint,,True,8.66995223985192,132,15.224997364259359,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_6a11cffe5a5180,lindian,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T094403n4717\bs4717.MP4,0806\B3号舍病牛体温检测0806上午\20230806T094403n4717\bs4717.MP4,1194117,92b8f2058d48bfc6e57d072c7b8bc0dafbf728b7a6f2d51e2fe20537171f7b28,,20230806,094403,4717,,20230806T094403_4717,derived_clip_hint,,True,8.669675438677121,79,9.112221162001696,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_83e3c04a8e4769,lindian,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T094403n455\20230806T094403n455.MP4,0806\B3号舍病牛体温检测0806下午\20230806T094403n455\20230806T094403n455.MP4,22848752,3ff35c1a53195fbc5179210385b081428e4c9be90fb4057ae63b6502da513489,,20230806,094403,455,,20230806T094403_455,thermal_name_hint,,True,8.669675438677121,1572,181.32166666666666,1080,1440,True,False,unknown,yes,,exclude_known_development_session,False,2
lindian_82a953fb0b158c,lindian,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T094403n455\ba455.MP4,0806\B3号舍病牛体温检测0806下午\20230806T094403n455\ba455.MP4,1379207,e36ebad623c60bfb9c124f36072ef2c13a3f717dc57df64e087c5184021cbbdb,,20230806,094403,455,,20230806T094403_455,derived_clip_hint,,True,8.669675438677121,89,10.265666878710771,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_549372bbb09ca3,lindian,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T172609n6516\ba6516.MP4,0806\B3号舍病牛体温检测0806下午\20230806T172609n6516\ba6516.MP4,1041164,a47d23309ea8fafcfc62947fdb8ba2822ab3f7fa5c3276987cbd267ddc99a9d6,,20230806,172609,6516,,20230806T172609_6516,derived_clip_hint,,True,8.662621398708334,70,8.080694835680752,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_a9816074d9225c,lindian,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T172949n177610\ba177610.MP4,0806\B3号舍病牛体温检测0806下午\20230806T172949n177610\ba177610.MP4,1639809,d42fe66bdce3bba029fe656c595c303db5c739ae25a43381bec3ecf6e7a1819e,,20230806,172949,177610,,20230806T172949_177610,derived_clip_hint,,True,8.574367807842293,114,13.295440848214286,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_e49c412be8f1af,lindian,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T173354n170296\ba170296.MP4,0806\B3号舍病牛体温检测0806下午\20230806T173354n170296\ba170296.MP4,1582195,d673ff0f035ba98c94e1aacaa6547cdfc4fe7312f183d1f939097ba35d1b5e5d,,20230806,173354,170296,,20230806T173354_170296,derived_clip_hint,,True,8.662084859459236,106,12.237238692512353,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_5684d179b83e41,lindian,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T064447n5364\ns5364.MP4,0807\上午\B三舍新产牛\20230807T064447n5364\ns5364.MP4,1538217,6f6bb238a07b2ff962f89b6dcd2cd348b76342a8443237fa2ea81794a090ed7b,,20230807,064447,5364,,20230807T064447_5364,derived_clip_hint,,True,8.677450047573739,88,10.141228070175439,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_82ab57fb15fa7c,lindian,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T071859n179166\ns179166.MP4,0807\上午\B三舍新产牛\20230807T071859n179166\ns179166.MP4,1078880,54375aedcbb18698d3cbd546159a6d86e751ff0ff3541b03cc4fafe0cd2a2bda,,20230807,071859,179166,,20230807T071859_179166,derived_clip_hint,,True,8.587032628483406,71,8.268281148075667,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_d7ead31d75a6d1,lindian,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T072124n153017\ns153017.MP4,0807\上午\B三舍新产牛\20230807T072124n153017\ns153017.MP4,1418072,21db9f507cb094e7b4948d48d24d05b6bfbc36bc5c78133596c5d22e36c1ef86,,20230807,072124,153017,,20230807T072124_153017,derived_clip_hint,,True,8.570444170088145,88,10.267845896147405,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_ef841c075905eb,lindian,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T072548n200886\ns200886.MP4,0807\上午\B三舍新产牛\20230807T072548n200886\ns200886.MP4,1378356,c4298718ea19707409dfd2beeb7c9529c1086d9e8986abf778d9861aa481b3dc,,20230807,072548,200886,,20230807T072548_200886,derived_clip_hint,,True,8.755854695194635,99,11.306720297029702,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_aae8457be098ca,lindian,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073016n211154\ns211154.MP4,0807\上午\B三舍新产牛\20230807T073016n211154\ns211154.MP4,1725596,c47de4e329061985f7f349ae93cf9f82b7064e106433c65ddc0de64d3679369b,,20230807,073016,211154,,20230807T073016_211154,derived_clip_hint,,True,8.592026307283689,117,13.617276741903828,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
lindian_1a1dc26475ad28,lindian,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073230n196527\ns196527.MP4,0807\上午\B三舍新产牛\20230807T073230n196527\ns196527.MP4,1370920,f884f8956f01e181a246ed5ba203913c9f4a8e90d336a8d7bb0ead1936c82352,,20230807,073230,196527,,20230807T073230_196527,derived_clip_hint,,True,8.752279239385256,82,9.368988095238096,1080,1440,False,False,unknown,,,reference_or_renamed_media_review,False,2
