file_id,farm,path,relative_path,bytes,sampled_fingerprint,sha256_full,date_from_name,time_from_name,cow_token,cow_identity_verified,session_token,modality_hint,modality_verified,opens,fps_metadata,frames_metadata,duration_seconds_metadata,width,height,known_development_session,known_development_cow,yolo_training_exposure,rr_tuning_exposure_review,rr_result_viewing_exposure_review,candidate_role,eligible_independent_test,sampled_duplicate_group_size,reviewer,review_date,review_notes
jiufu_21e342957e0fd7,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T094111-1420.MP4,0729\IRT\20240729T094111-1420.MP4,15077046,f9a2945a882b3526c1515dd8f5ebef3a166a611ff0678b71a70e96c725390436,,20240729,094111,1420,,20240729T094111_1420,thermal_name_hint,,True,8.747341287169158,1035,118.32166666666666,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_fadd61169b43aa,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T094339-1634.MP4,0729\IRT\20240729T094339-1634.MP4,3134372,74795d48c131beb8e212cffca96e92000d91d17e987c7b8616f3977694d2296f,,20240729,094339,1634,,20240729T094339_1634,thermal_name_hint,,True,7.825223435948361,197,25.175,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_36ee658c295629,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T094529-1469.MP4,0729\IRT\20240729T094529-1469.MP4,15404321,67be4a638aaf0fa77f53808d55f902c68dcf6a550fdab8f960263d6850d7f373,,20240729,094529,1469,,20240729T094529_1469,thermal_name_hint,,True,8.58665858596989,1039,121.00166666666668,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_c92bd308748a09,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T094758-A1021154.MP4,0729\IRT\20240729T094758-A1021154.MP4,15501048,deba295f5be79daa2eb77a03e9b7fb8f2dfc9d3f7c49244a3c5419b7b29047a3,,20240729,094758,A1021154,,20240729T094758_A1021154,thermal_name_hint,,True,8.60407433009393,1058,122.96499999999999,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_551d99f2e9c264,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T095041-1241.MP4,0729\IRT\20240729T095041-1241.MP4,13812598,bd579c9339d22651bbdde245df03bd17b2e6c3caf777facf21a4f930d0d72883,,20240729,095041,1241,,20240729T095041_1241,thermal_name_hint,,True,8.562392091552201,934,109.08166666666666,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_c95ae69597cc50,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T095351-1279.MP4,0729\IRT\20240729T095351-1279.MP4,11808992,0888629eafddf99d4e2accd3d665ccab391d7e017baf6bc2c3747cbedbafc1dc,,20240729,095351,1279,,20240729T095351_1279,thermal_name_hint,,True,8.530399371293848,796,93.31333333333333,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_94796ccea127be,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T095542-989.MP4,0729\IRT\20240729T095542-989.MP4,7502576,5586da9f3aa05e73fe947ab6e4e88956d62982167ed0bdb409ac9dfb3586fc2c,,20240729,095542,989,,20240729T095542_989,thermal_name_hint,,True,8.731280022605256,515,58.98333333333333,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_56e83ecf9a14bb,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T095754-1574.MP4,0729\IRT\20240729T095754-1574.MP4,5824285,d7ffe2f830462592213ac656a153d4205bc16dd974e5bae382fa8d07657b6fa1,,20240729,095754,1574,,20240729T095754_1574,thermal_name_hint,,True,8.296424327535918,384,46.285000000000004,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_3cbd345626f05c,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T100519-161.MP4,0729\IRT\20240729T100519-161.MP4,10920790,376a9e10a810e819c31645c72d56636f557527736ac463f384f5ae11e73dcbd0,,20240729,100519,161,,20240729T100519_161,thermal_name_hint,,True,8.750483558994198,754,86.16666666666666,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_3ac83315834f77,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T100915-713.MP4,0729\IRT\20240729T100915-713.MP4,18209950,b4ce7f465eba8aadd1f95af9618ef89e9c3e1cee5e5c2d946880ed9018966b6e,,20240729,100915,713,,20240729T100915_713,thermal_name_hint,,True,8.624502432551969,1235,143.19666666666666,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_c68c62cb67dede,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T101454-623.MP4,0729\IRT\20240729T101454-623.MP4,13394683,76b0d3ea174f2a96670ec276a3922211e2df9c7377ea57852dab55015eb9f6c7,,20240729,101454,623,,20240729T101454_623,thermal_name_hint,,True,8.564104187106372,902,105.32333333333332,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_3721f7cf5a844c,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T101712-653.MP4,0729\IRT\20240729T101712-653.MP4,9958506,4367da0bf3cd89dd37a568dcb30932c3c7739ed2335303b6562aba02784dc159,,20240729,101712,653,,20240729T101712_653,thermal_name_hint,,True,8.750930158392686,686,78.39166666666667,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_65b745e540b8c7,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T101932-281.MP4,0729\IRT\20240729T101932-281.MP4,7109273,5fb77a7bb1bc756d24df7e0259d47f4e0f625701be400a4551180ff2d9febc79,,20240729,101932,281,,20240729T101932_281,thermal_name_hint,,True,8.725089046539695,494,56.61833333333333,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_2e919f7b4ce7d4,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T102206-353.MP4,0729\IRT\20240729T102206-353.MP4,20915040,08b22c4a60f24751a1723620c3dc2abeabdcf67953a070ea964221d051a67d0c,,20240729,102206,353,,20240729T102206_353,thermal_name_hint,,True,8.761024440452886,1447,165.16333333333333,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_f7266533e3399d,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T102521-558.MP4,0729\IRT\20240729T102521-558.MP4,3879846,e0ce22db6f0067fe28d40368f379ede35a71cf9d012c7d4c6577f4c5927394ab,,20240729,102521,558,,20240729T102521_558,thermal_name_hint,,True,8.672343109429201,275,31.710000000000004,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_943fc8675c704c,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T102849-347.MP4,0729\IRT\20240729T102849-347.MP4,13393855,51198bf7ffb8e9da474bc20b0e0eb0583aba94fa9d2f482b820f0864555715fe,,20240729,102849,347,,20240729T102849_347,thermal_name_hint,,True,8.56980345067307,904,105.48666666666666,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_bd77cfa7950eaa,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133223-743.MP4,0729\IRT\20240729T133223-743.MP4,12383984,5db9b0c726445a6c114608da90572da9e8e5153ed5acdb7fb7956475ad1d369d,,20240729,133223,743,,20240729T133223_743,thermal_name_hint,,True,8.705518308406395,844,96.95,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_2aaced556ff39d,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133413-957.MP4,0729\IRT\20240729T133413-957.MP4,8944337,73f633d0358557bdac58f9b45fc6beb509ca9cc5beb0e7bc26ce2daa5963b3f4,,20240729,133413,957,,20240729T133413_957,thermal_name_hint,,True,8.476839811625782,603,71.135,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_90ed4ac916a295,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133635-179.MP4,0729\IRT\20240729T133635-179.MP4,11066449,e22f7eea11b3315385a03a20935113c944e97541a7575fde5944a42447348c2e,,20240729,133635,179,,20240729T133635_179,thermal_name_hint,,True,8.537895059834305,742,86.90666666666667,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_cd5eea76388f30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133817-728.MP4,0729\IRT\20240729T133817-728.MP4,5883574,4c22af25bec07e4d5bbf6c348534b4df8bd39d56844b0ec237476562133ca6af,,20240729,133817,728,,20240729T133817_728,thermal_name_hint,,True,8.736304914171514,408,46.70166666666667,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_6cbcb0311b3ebf,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134035-956.MP4,0729\IRT\20240729T134035-956.MP4,14661432,3880961cc4164aaf4fdf284ffd171d926ac9021f360f4d3500e2ba6a6d3adbea,,20240729,134035,956,,20240729T134035_956,thermal_name_hint,,True,8.752039976314611,1010,115.40166666666667,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_522aa025eb0961,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134244-1441.MP4,0729\IRT\20240729T134244-1441.MP4,3247407,3087a5f5132bc975f68bc8349937610629742ad5bdb4026dfe628e5c0c1bc329,,20240729,134244,1441,,20240729T134244_1441,thermal_name_hint,,True,8.630058172984722,225,26.071666666666665,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_4f7144680fca9d,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134435-583.MP4,0729\IRT\20240729T134435-583.MP4,16256029,a875a8dccfa2efc501d9d43705bcce3d14ba03115d70bd52985fd1ac59c8743c,,20240729,134435,583,,20240729T134435_583,thermal_name_hint,,True,8.620058565153734,1099,127.49333333333333,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_6a641dd078f572,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134713-753.MP4,0729\IRT\20240729T134713-753.MP4,14832842,d7e47ffd1e2dd2281ce184d25c63071f54640dc8a1951c32deca0e371d60d536,,20240729,134713,753,,20240729T134713_753,thermal_name_hint,,True,8.606120854931477,1010,117.35833333333333,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_edd9eebe6de991,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134930-943.MP4,0729\IRT\20240729T134930-943.MP4,9625558,0fe2cb182b7687f84769574ce08a30c6393d51bf8d1edf9de09b54e1c11647b5,,20240729,134930,943,,20240729T134930_943,thermal_name_hint,,True,8.73226663211764,674,77.185,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_58c38973aff558,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T135104-771.MP4,0729\IRT\20240729T135104-771.MP4,7116915,79c1743fdff451ba89a57a496135202edcc90b5e17f5282fc7d37fbb3522f5df,,20240729,135104,771,,20240729T135104_771,thermal_name_hint,,True,8.752488190379987,491,56.098333333333336,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_665326590feedb,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T135221-447.MP4,0729\IRT\20240729T135221-447.MP4,16637011,e6107544163c8feb5b6542c9db6a57dd1b537481659668ce58556b2a30e6f8d7,,20240729,135221,447,,20240729T135221_447,thermal_name_hint,,True,8.615103114397895,1130,131.16500000000002,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_053d6bd561c20b,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T135554-1838.MP4,0729\IRT\20240729T135554-1838.MP4,8543776,4e1e25d1bf6f09fdc5a249d82825b5dd9581a3ab46017a26e45b5095e5a349c8,,20240729,135554,1838,,20240729T135554_1838,thermal_name_hint,,True,8.435307152529854,571,67.69166666666666,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_9a14e05c1c184c,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T135926-728.MP4,0729\IRT\20240729T135926-728.MP4,5609543,7a45137921ab789e67c4bbfceefb7f1b6dcff91a93284e819b082bb322f53a32,,20240729,135926,728,,20240729T135926_728,thermal_name_hint,,True,8.231127679403542,368,44.70833333333333,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_124bf365605cd6,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T140349-1299.MP4,0729\IRT\20240729T140349-1299.MP4,11893643,53a2fdc3768d5c97d4ad14b19a402b623502e362ca8fc37f0191ba319346e3c4,,20240729,140349,1299,,20240729T140349_1299,thermal_name_hint,,True,8.751768033946252,825,94.26666666666667,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_cc565ea0bfa396,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T140619-1246.MP4,0729\IRT\20240729T140619-1246.MP4,6319082,fa31a9f5106ac500d6b7dae592807bcdce624aca6ca05b946ee0fb46403f610e,,20240729,140619,1246,,20240729T140619_1246,thermal_name_hint,,True,8.743458965357355,440,50.32333333333334,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_0a14da4ad52431,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T142101-1134.MP4,0729\IRT\20240729T142101-1134.MP4,9091065,8a2edd79722a3371f9445435ff8b61dca35d609132cfcf236e598ae98858e668,,20240729,142101,1134,,20240729T142101_1134,thermal_name_hint,,True,8.742940807362476,627,71.715,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_abada3dda3e8b7,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T080938-846.MP4,0729\IRT\温度区间设置为18-36\20240729T080938-846.MP4,12901117,b66be937b2441309e983ad07adc83aeed9de2c74938baade2901738d11208c59,,20240729,080938,846,,20240729T080938_846,thermal_name_hint,,True,8.574250905498847,868,101.23333333333335,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_0ef3b83bc00130,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081221-1428.MP4,0729\IRT\温度区间设置为18-36\20240729T081221-1428.MP4,14039390,16ae35a93a82720d2112be55b21d5b1ba1aeeaa6a9b20f7d4695f9eab3a5f903,,20240729,081221,1428,,20240729T081221_1428,thermal_name_hint,,True,8.57310275403038,951,110.92833333333333,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_6d14fba7168351,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081505A1021142.MP4,0729\IRT\温度区间设置为18-36\20240729T081505A1021142.MP4,9493600,6df58bbf81b3b2a8c057bf9f3d85dd7762b35bb788c55bb1289164273cc1397d,,20240729,081505,A1021142,,20240729T081505_A1021142,thermal_name_hint,,True,8.738059551240465,651,74.50166666666667,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_c5ff3e35124405,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081638-1408.MP4,0729\IRT\温度区间设置为18-36\20240729T081638-1408.MP4,11557327,5f1986042904dbdf9380291f9cc3ff27f81dcb47b3585e683f337f3f1598957b,,20240729,081638,1408,,20240729T081638_1408,thermal_name_hint,,True,8.52216568437237,776,91.05666666666666,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_a6ed80c55f7be6,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081830-1436.MP4,0729\IRT\温度区间设置为18-36\20240729T081830-1436.MP4,10178260,87f98f16d92411f9ec3932cc1c56eb8177871c91884d772c077cefa5b7bfbbf6,,20240729,081830,1436,,20240729T081830_1436,thermal_name_hint,,True,8.736407949006374,699,80.01,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_6fa0bbd661c8bb,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T082631-1423.MP4,0729\IRT\温度区间设置为18-36\20240729T082631-1423.MP4,4495070,19869a109261d7003bcb7f6c52fa10c69ce762ab7d7ab9de64bac0f8ad2de90c,,20240729,082631,1423,,20240729T082631_1423,thermal_name_hint,,True,8.682406702208683,304,35.013333333333335,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
jiufu_58da0349ace78c,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T082946-1601.MP4,0729\IRT\温度区间设置为18-36\20240729T082946-1601.MP4,12121627,7ecb65d359b9d1e6a2812d209f14501e00d0e06bcc4caf2f7f45b3de9a621b60,,20240729,082946,1601,,20240729T082946_1601,thermal_name_hint,,True,8.530411262916985,820,96.12666666666667,1080,1440,False,False,no_user_confirmed_20260909,,,hold_pending_exposure_and_identity,False,1,,,
