frame_id,locations,json_sha256,replay_missing_points,split,image_path,label_path,label_sha256,image_sha256,current_matches_json_replay,current_matches_legacy_txt,image_dimensions_match,embedded_vs_current_pixel_MAE,embedded_vs_current_thumbnail_correlation
16170075_frame_000087,1,d3cbf1474313e26d1203975994773fe5c5e64dea01dafd6a8ffe83cc76418bca,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000087.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000087.txt,718183107855782a0118b14c55458268fcba73597d1312ca37d7abaa579261b0,a70c5352c07337c68be34e6e50df28e04d2c465c674fdfabf603c53bc2fbb840,True,False,True,1.2438886165618896,0.9997459611434861
16170075_frame_000090,1,b8ff5b7ddc4f9d2d26eb4a627a5fbca61e5634f2f40e283f73b99383f9a448f7,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000090.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000090.txt,bc8236f837fc3476341f733d97df74c264423dc20c5a60005bc85af1e126e5c3,1c7e6090d43f04e79a8f0b548c482ab536e48f082b3af1827fb28c09ad743a19,True,False,True,1.2467222213745117,0.9997474468837745
16170075_frame_000093,1,8de07f6efc1521d6a6c4580ce388c0220846871478c1772d400a3cfd07e77af5,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000093.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000093.txt,b60538a8778e8b6c9dd9ba176c86a5e159d6212a6f11b211bc0f0192d93bd399,93bb1f1f6b28ee0b9853babf7b945de66840310be41106db4f11cfa03771ba0a,True,False,True,1.239009976387024,0.9997488197286961
16170075_frame_000096,1,1d6c9a3d834b3fe7f990ab70e21abce9b46d707af39f07b2c389934b45caba97,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000096.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000096.txt,91998f6a3f06c2e168f377ca5a965b250ba80808a8999d3cdf94ee268e773a4a,0c05a4474574d38128c42f1fb280daed941531494229b961a09b9387c924b10a,True,False,True,1.2447316646575928,0.9997463142159752
16170075_frame_000099,1,99fadc4ec53f89f909216861d0997795d2b95e7f841d236f32717867308150d6,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000099.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000099.txt,9ac3a761a596ef69cf5fe4ca5e7c71c1c145cb7ff41d0db866fb253b65c4c3dc,c6b803db589d5b8caf3b9d6b3c2e12c58c406902597d298d1878075f1c7f9ac6,True,False,True,1.2340245246887207,0.9997454516193477
16170075_frame_000102,1,a986e4501a15d7ed633197f2275f6f30ff0f277a721ec8b3e98e311e890a6a0f,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000102.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000102.txt,a41354f4cfae16be8c07095b4cd7d18943f14bf834ca6b11227d34688da3b0aa,a9a2c1c515a3020addc91a6bcd241007719f2e34088b426a673d8997e3e964e2,True,False,True,1.2472602128982544,0.9997413652653957
16170075_frame_000105,1,511bf29371232779359ffee9a6421bb35f95910cb5885b71c687254e2595fe75,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000105.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000105.txt,9206b9bceacf026bde8785fd0e1e43753cd298e1de2695915b0358970a581001,654ab4ac9dd9b229a5fb1c02502a5ea36f4dc9bf27150d7e41cf4da259b335d3,True,False,True,1.2546091079711914,0.99974296623935
16170075_frame_000108,1,6e6cac03c1a118e81d0176d4cdeb88ebc0475bc698310d6b7de012962f224298,0,val,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\16170075_frame_000108.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\16170075_frame_000108.txt,f62837b704992afcd93842f8e29e79c14044efe531b41ccaae40f51eb73352de,5bb8d9f3d71c6bd938c279eed82a9bdc8da4b4bddff584a23d0fa1f39600b9ef,True,False,True,1.2610743045806885,0.9997465547478093
16170075_frame_000111,1,5d755f1af000ac18145e075d552294a2aca2ad74cb183603e008fd0b7162914c,0,val,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\16170075_frame_000111.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\16170075_frame_000111.txt,c963f8253bb6226777e0fcafbd12f118c19caae8c6cdf94dcafa1bdd771c4310,4d2215369db73b6f5a4c2a31c81ad8d3a686971258b9ca93f3f74bbc34227573,True,False,True,1.2595592737197876,0.999745831525779
16170075_frame_000114,1,c4bd844f5317a66a6e14707f251b96d8808fbee86407fe45356599691dbe48ae,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000114.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000114.txt,21080a365d01ba130dfbf25f850b23ec5c9d8a04cacd4d365565a00876244cc0,453c741068a1e2eea6b3723e2a9b21e73897dd30dce6927019b860fe7f23cf5e,True,False,True,1.2609704732894897,0.9997477557042308
16170075_frame_000117,1,35400005e36c7e4225e9d5c36de108ed278e8a6bb021730f252f40489d0ff95b,0,val,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\16170075_frame_000117.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\16170075_frame_000117.txt,81a45ed3680d21744048e618a716ffa0b6dea9f422503ac2e884176c1a523b25,58e262841ea3b838aaa2bf6ac34cbbf4eabf7c0ba56f2c706ba10d1cd5dad578,True,False,True,1.2530536651611328,0.999748483329656
16170075_frame_000120,1,9ca91af7de64e75119e2611fc731ee08e6af4dc162d8c6410b8a14c8278a1823,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000120.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000120.txt,d7376d5d695206ea104cb504d70aae835833ba9954a33f0488904c0d211ecfad,6fdef8e125d0efb76dd91da849f98926fbb46ea03c0ee81e3a52a895024be8b3,True,False,True,1.2377368211746216,0.999746184636828
16170075_frame_000123,1,856143b29a3fe51fd2cb0e391bce44d789b34121d3ce8228181b20d02f0a51b2,0,val,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\16170075_frame_000123.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\16170075_frame_000123.txt,59520e8209f1b8419b39f32b1e545ab241f257261186828c95dc71017aa2f026,33d8bfb972c394322cd7a1291dd6722d13ccda240bd76dee5f7ff7069cd5e8bc,True,False,True,1.2294719219207764,0.999750404396645
170272_frame_000000,1,416b26009bcc7689fd59007ab3673956a765197cc7ad2f0f72e42f46f949bc34,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000000.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000000.txt,7db5c73d0bee76632e3fe1640fadc29e65a41a6ac03c69aad2b65e3763922b1c,5188ab7fcb8b168329de21eecc97b8c409c78bb832eead926489753924af5235,True,False,,,
170272_frame_000003,1,7059ad5dfd176076b0c69eda12f4950f9e343803d98393287a6d853f2241c595,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000003.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000003.txt,9ec3a57b10dea4752e28fee99c756306336801973819269007e2d67d732f44de,c9f3eb9b53628e03a91e87251ce3796324a4137293725ea9d81daa0d91a12517,True,False,True,1.2531020641326904,0.9997254249592797
170272_frame_000006,1,07c557c313625697ccccc7710049a916ffbbaf4b741eddafaf213920ca13378d,0,val,E:\real\use_code\yoloV8\Dataset_new\72video\images\val\170272_frame_000006.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\val\170272_frame_000006.txt,067395cf1e562248efe132d4822a55527ca83e616d5a954115ef58345acbaad1,04d7b472633547e2d7e57abfcf235785fa8310b99a7e2db72f13eb7127995d53,True,False,True,1.2539887428283691,0.999736902920522
170272_frame_000009,1,c4e112e2b2cef18f82959ffd6457901689e40f885e9cc979698ec68585514c75,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000009.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000009.txt,76929ff14f1b9138855846ec4b6d38b0171ae1419b664dbd260aed461020d581,de484883ec7493d80337bd4073d3beb5b6e290e4cc0f27bf412707e329ad60b6,True,False,True,1.2591465711593628,0.9997287492951051
170272_frame_000012,1,5f2eb7fa41fa081a2712688c44ee73ced5de8078eaf9ce5eb64a97d17cb5f57a,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000012.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000012.txt,ebb209818aa2870f5cd1fbe291f12ee68c3829f3d668626bacb82f1fb705137d,45018c4184bd2bc93f4cd0d23aa84c11e11bf95a136952bef7226b4b459bc9ed,True,False,,,
170272_frame_000015,1,f381d7d1ab92f3e20f88d603a3f17cf1156536eb13289ae60c6bcc5065d65edd,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000015.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000015.txt,ffe77610580929d7fc92e727ee5c9cfc25a75be4825c9a6f43a727ea24bc7efe,b516104cadc6156b0075f64b0f1fbddd56934018171dc4e0c43e0c3d7ea96819,True,False,True,1.264366626739502,0.9997283036174529
170272_frame_000018,1,ed70592f214dbcba553ce105c4a9ef2bae09b8208f4ca5411f009a91acd2680b,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000018.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000018.txt,ee1191bb7d8fd41e0ba0282441b0595299ca73ab4b9e55f575fb7ceca91df89a,e679c616ef4e1b5a51b6962e154869be17795edab9b6bbd80785bc4925d5183f,True,False,True,1.2757295370101929,0.9997247441171485
170272_frame_000021,1,684e647a5d5ef3b57bb1a82f192e4a05ee9ade4b84fff79948fb8adff2558705,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000021.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000021.txt,a7174b1ab27cfcb13737ac6e13dcab6011f7a295487ef736ebda94be938a6f43,c1b3439754fe14cfe9aad06bb046e806a88dc54c460bdd5399e0849f4796d407,True,False,True,1.2821407318115234,0.9997200057494467
170272_frame_000024,1,2695cd9f5938924b68ecbbe08b7cb0728ca654ec0484f086c584a73bf9f29dde,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000024.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000024.txt,a4a947fd9b50e9d032b4623c133b5088decef1fd695764a9b4188e14736842ef,a93e18b8235d710285fbdd74ae9018cb9ec1590add056a08402cbf693c976569,True,False,,,
170272_frame_000027,1,a97038a7950f98a50d229eed737d17bb1be972f3800d78cae693bec296b70e29,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000027.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000027.txt,b56ade7d4514254919234a5ed26be581733c7a7a33cd5e381824cf727f8002ea,4b6c7da7f6f4f548243fa9f1bf1bfbb9351bb012b4495e0e01308144681e1d38,True,False,True,1.2836295366287231,0.9997205303100988
170272_frame_000030,1,6e2f9bd4d3fc3511d5877f99de0fc98ad46a473bcfc8110b75ba144a8f1a095f,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000030.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000030.txt,9c9d42bf573ca04e29d099088b54793ab1ca53333cf2be57b7cac437bfa62b00,31d9963a1b260f190b30d15f5b90018f9e1a9744e42a4b5ea7d829265bc0c96e,True,False,True,1.2847249507904053,0.9997238332171633
170272_frame_000033,1,57f77b99b9f5039a36847e99f39c6275d41d1afa56103d2876644a12b199f624,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000033.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000033.txt,0c21c1b873e94a1e8fa44997716d6dff406d7d53fa0e174d39bbd126c2086eea,7631821c95fc8ea05c15fa6de50385ff398b83abcadf21452c4a0c72a9e5b9ea,True,False,True,1.281935214996338,0.9997308087880576
