frame_id,video_group,frame_index,split,image_path,label_path,label_exists,manual_json_exists
16170075_frame_000059,16170075,59,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000059.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000059.txt,True,False
16170075_frame_000060,16170075,60,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000060.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000060.txt,True,True
16170075_frame_000061,16170075,61,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000061.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000061.txt,True,False
16170075_frame_000062,16170075,62,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000062.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000062.txt,True,False
16170075_frame_000063,16170075,63,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000063.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000063.txt,True,True
16170075_frame_000064,16170075,64,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000064.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000064.txt,True,False
16170075_frame_000065,16170075,65,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000065.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000065.txt,True,False
16170075_frame_000066,16170075,66,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000066.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000066.txt,True,True
16170075_frame_000068,16170075,68,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000068.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000068.txt,True,False
16170075_frame_000070,16170075,70,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000070.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000070.txt,True,False
16170075_frame_000071,16170075,71,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000071.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000071.txt,True,False
16170075_frame_000072,16170075,72,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000072.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000072.txt,True,True
16170075_frame_000073,16170075,73,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000073.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000073.txt,True,False
16170075_frame_000074,16170075,74,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000074.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000074.txt,True,False
16170075_frame_000075,16170075,75,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000075.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000075.txt,True,True
16170075_frame_000076,16170075,76,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000076.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000076.txt,True,False
16170075_frame_000077,16170075,77,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000077.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000077.txt,True,False
16170075_frame_000078,16170075,78,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000078.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000078.txt,True,True
16170075_frame_000079,16170075,79,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000079.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000079.txt,True,False
16170075_frame_000080,16170075,80,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000080.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000080.txt,True,False
16170075_frame_000081,16170075,81,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000081.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000081.txt,True,True
16170075_frame_000082,16170075,82,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000082.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000082.txt,True,False
16170075_frame_000083,16170075,83,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000083.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000083.txt,True,False
16170075_frame_000085,16170075,85,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000085.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000085.txt,True,False
16170075_frame_000086,16170075,86,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000086.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000086.txt,True,False
16170075_frame_000087,16170075,87,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000087.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000087.txt,True,True
16170075_frame_000089,16170075,89,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000089.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000089.txt,True,False
16170075_frame_000090,16170075,90,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000090.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000090.txt,True,True
16170075_frame_000091,16170075,91,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000091.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000091.txt,True,False
16170075_frame_000092,16170075,92,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000092.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000092.txt,True,False
16170075_frame_000093,16170075,93,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000093.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000093.txt,True,True
16170075_frame_000094,16170075,94,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000094.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000094.txt,True,False
16170075_frame_000095,16170075,95,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000095.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000095.txt,True,False
16170075_frame_000096,16170075,96,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000096.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000096.txt,True,True
16170075_frame_000097,16170075,97,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000097.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000097.txt,True,False
16170075_frame_000098,16170075,98,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000098.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000098.txt,True,False
16170075_frame_000099,16170075,99,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000099.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000099.txt,True,True
16170075_frame_000100,16170075,100,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000100.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000100.txt,True,False
16170075_frame_000101,16170075,101,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000101.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000101.txt,True,False
16170075_frame_000102,16170075,102,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000102.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000102.txt,True,True
16170075_frame_000103,16170075,103,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000103.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000103.txt,True,False
16170075_frame_000104,16170075,104,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000104.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000104.txt,True,False
16170075_frame_000105,16170075,105,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000105.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000105.txt,True,True
16170075_frame_000106,16170075,106,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000106.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000106.txt,True,False
16170075_frame_000107,16170075,107,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000107.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000107.txt,True,False
16170075_frame_000110,16170075,110,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000110.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000110.txt,True,False
16170075_frame_000112,16170075,112,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000112.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000112.txt,True,False
16170075_frame_000113,16170075,113,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000113.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000113.txt,True,False
16170075_frame_000114,16170075,114,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000114.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000114.txt,True,True
16170075_frame_000115,16170075,115,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000115.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000115.txt,True,False
16170075_frame_000116,16170075,116,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000116.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000116.txt,True,False
16170075_frame_000118,16170075,118,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000118.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000118.txt,True,False
16170075_frame_000120,16170075,120,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\16170075_frame_000120.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\16170075_frame_000120.txt,True,True
170272_frame_000000,170272,0,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000000.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000000.txt,True,True
170272_frame_000001,170272,1,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000001.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000001.txt,True,False
170272_frame_000002,170272,2,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000002.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000002.txt,True,False
170272_frame_000003,170272,3,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000003.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000003.txt,True,True
170272_frame_000005,170272,5,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000005.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000005.txt,True,False
170272_frame_000007,170272,7,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000007.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000007.txt,True,False
170272_frame_000008,170272,8,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000008.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000008.txt,True,False
170272_frame_000009,170272,9,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000009.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000009.txt,True,True
170272_frame_000010,170272,10,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000010.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000010.txt,True,False
170272_frame_000012,170272,12,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000012.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000012.txt,True,True
170272_frame_000013,170272,13,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000013.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000013.txt,True,False
170272_frame_000015,170272,15,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000015.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000015.txt,True,True
170272_frame_000016,170272,16,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000016.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000016.txt,True,False
170272_frame_000018,170272,18,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000018.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000018.txt,True,True
170272_frame_000019,170272,19,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000019.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000019.txt,True,False
170272_frame_000020,170272,20,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000020.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000020.txt,True,False
170272_frame_000021,170272,21,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000021.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000021.txt,True,True
170272_frame_000022,170272,22,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000022.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000022.txt,True,False
170272_frame_000023,170272,23,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000023.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000023.txt,True,False
170272_frame_000024,170272,24,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000024.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000024.txt,True,True
170272_frame_000025,170272,25,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000025.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000025.txt,True,False
170272_frame_000026,170272,26,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000026.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000026.txt,True,False
170272_frame_000027,170272,27,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000027.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000027.txt,True,True
170272_frame_000028,170272,28,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000028.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000028.txt,True,False
170272_frame_000030,170272,30,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000030.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000030.txt,True,True
170272_frame_000031,170272,31,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000031.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000031.txt,True,False
170272_frame_000032,170272,32,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000032.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000032.txt,True,False
170272_frame_000033,170272,33,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000033.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000033.txt,True,True
170272_frame_000034,170272,34,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000034.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000034.txt,True,False
170272_frame_000035,170272,35,train,E:\real\use_code\yoloV8\Dataset_new\72video\images\train\170272_frame_000035.jpg,E:\real\use_code\yoloV8\Dataset_new\72video\labels\train\170272_frame_000035.txt,True,False
