frame_id,status,reason,json_path,json_sha256,group,fold,image_source,image_source_path,image_source_sha256,image_path,image_sha256,label_path,label_sha256,instances,visible_points
16170075_frame_000030,included,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000030.json,1ae390bd10821175ba504ec03557b5ce9da97f0d4857b98297cd75311a0780be,16170075,4,json_embedded,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000030.json,1ae390bd10821175ba504ec03557b5ce9da97f0d4857b98297cd75311a0780be,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\images\16170075_frame_000030.png,c9d11fb1790414fc8e5186ca6ecb596a8e6679ac515099b4f92a2a55f1a7f7d2,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\labels\16170075_frame_000030.txt,9f28e3ce3790e46e332ec12a656054d7172dc828b92b7e3dcc128b337c0d827c,1.0,2.0
16170075_frame_000033,included,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000033.json,d12838419558963d6c223c571b270adadeadc7c578e8abb59d306b1f287db68c,16170075,4,json_embedded,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000033.json,d12838419558963d6c223c571b270adadeadc7c578e8abb59d306b1f287db68c,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\images\16170075_frame_000033.png,5d1f58a7852de985862aa0e46438d9ee848e8faac99f00fc81bd318cdb494f30,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\labels\16170075_frame_000033.txt,876e9a96e22fb2e237c39bd519f3225f8eaa23ef7661795819d95dc4f8c7204e,1.0,2.0
16170075_frame_000036,included,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000036.json,cd810c1df9419e1d49ef0f8c6f3cc67e29856720f59f032567bdcfda6f2bcb43,16170075,4,json_embedded,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000036.json,cd810c1df9419e1d49ef0f8c6f3cc67e29856720f59f032567bdcfda6f2bcb43,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\images\16170075_frame_000036.png,ad4c1b3dc4d21c17a99f6dc0dc78a9bb1fa4622ca5dd0ea9e2e61ed6416fcfa4,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\labels\16170075_frame_000036.txt,b3a83924d621896dfaeaf87aeaac11aac9d75e8f948a1de293e99e6161921e13,1.0,2.0
16170075_frame_000039,included,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000039.json,9c72b2b3aaa64e6786e6b303fc2942a8dc2660b0fda5e920a7fb0635782718ad,16170075,4,json_embedded,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000039.json,9c72b2b3aaa64e6786e6b303fc2942a8dc2660b0fda5e920a7fb0635782718ad,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\images\16170075_frame_000039.png,f2f8dcea457ef25e4b2ef5285d92829b338d3db4ef128b9eacd9348e73f8078e,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\labels\16170075_frame_000039.txt,d0bcf002b9f042ad58a60d29495c1ebf50983855155cf96f5b52f01f011274b4,1.0,2.0
16170075_frame_000042,included,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000042.json,edca5fec1fe7c6682e35930fbf33e801e1975f1b91bdf50d041e4e538be42402,16170075,4,json_embedded,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000042.json,edca5fec1fe7c6682e35930fbf33e801e1975f1b91bdf50d041e4e538be42402,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\images\16170075_frame_000042.png,3d77675d233798ffd6a799ef48dac43774e167fc5bfca32e200034473f73541c,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\labels\16170075_frame_000042.txt,426139fdf3e0f044b8a2e2072ce162ab06010e1c69d105d50bf0a721ecaf9631,1.0,2.0
16170075_frame_000045,included,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000045.json,f6e35525f6462736d3dfbf690d7f51c684354ba316a3fa7f38d461c86be20be0,16170075,4,json_embedded,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000045.json,f6e35525f6462736d3dfbf690d7f51c684354ba316a3fa7f38d461c86be20be0,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\images\16170075_frame_000045.png,2dc62c9ee54e2f37091329f7931112a3a753fb32258874f17f1c607311d75841,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\labels\16170075_frame_000045.txt,8ab6032520d08d3d35c7f6a3121ccd79bfbb97b2449951081c84e00579a3e159,1.0,2.0
16170075_frame_000048,included,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000048.json,660aebef738e74cf231ecba3237382bbd4a63709eb9a5eaa81c6a13561dcb9c9,16170075,4,json_embedded,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000048.json,660aebef738e74cf231ecba3237382bbd4a63709eb9a5eaa81c6a13561dcb9c9,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\images\16170075_frame_000048.png,084c5679df1448e7f7b358712b070a2c9c31fb61a5f8b15b1dd2b93bbbd502f8,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\labels\16170075_frame_000048.txt,a56799682288beea808e98bfdb2c529b1597a1f7968df72a450152690ceba2a5,1.0,2.0
16170075_frame_000051,included,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000051.json,067314a5639306293033fdf083796fd4867dcff536418edf92debf5873ca9730,16170075,4,json_embedded,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000051.json,067314a5639306293033fdf083796fd4867dcff536418edf92debf5873ca9730,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\images\16170075_frame_000051.png,a9efde65840a0e889630c27636f8a3714736a5f6417ce809aa122df3c7f293eb,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\labels\16170075_frame_000051.txt,51e006d0edfdfca0f443defbb285c1d7ac38d9d2b9d2b4d67a981a721643ae31,1.0,2.0
16170075_frame_000054,included,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000054.json,4208a3080c45d2cc5584730a3d921cc1b655b0148b1f338b46f0e9673f22641e,16170075,4,json_embedded,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000054.json,4208a3080c45d2cc5584730a3d921cc1b655b0148b1f338b46f0e9673f22641e,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\images\16170075_frame_000054.png,0750e617e7f545b38cc34adf1d4ec4be1bf00c83ed05add9e341250af65d0aae,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\labels\16170075_frame_000054.txt,bb8b2747fbf8b98d7fbb83cfccddca2140fa125d00ba9553344653b578dd1791,1.0,2.0
16170075_frame_000057,included,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000057.json,78e61829052f38380556ead9af42e82f15305742302e6b0e017ea593fbf52843,16170075,4,json_embedded,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000057.json,78e61829052f38380556ead9af42e82f15305742302e6b0e017ea593fbf52843,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\images\16170075_frame_000057.png,eba6ffc2fbab3095f2a75ee63e1bad68e42822a5340265d83aef04a938da8d74,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\labels\16170075_frame_000057.txt,52fcf5b2e028284d08312d32793e35d863cab914026063794ee251b26634bfcb,1.0,2.0
16170075_frame_000060,included,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000060.json,10225fca8a4452bac897cf3a943937bdf01f1a91d57796e075e3c8449482841b,16170075,4,json_embedded,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000060.json,10225fca8a4452bac897cf3a943937bdf01f1a91d57796e075e3c8449482841b,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\images\16170075_frame_000060.png,2dca4efc4fa57cb80b1a5933ec7221049a4e2158d5f349a4c9b942d7420342b0,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\labels\16170075_frame_000060.txt,9d21221996b522c7eab7c8e611ed542e83e248c7bbb51b3e9af251c4c4c94a19,1.0,2.0
16170075_frame_000063,included,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000063.json,db0d3368a625ff7ee7d4091c49b0eca7bd9ef9f15a808cd42d39844014b2647e,16170075,4,json_embedded,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000063.json,db0d3368a625ff7ee7d4091c49b0eca7bd9ef9f15a808cd42d39844014b2647e,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\images\16170075_frame_000063.png,b5d0c82626cf401e6797744ec9d04e5c2a67f7b2e1cf0540b05e88410ed266d6,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\labels\16170075_frame_000063.txt,ab5ea233ef5ccfa955dce6ba76c0c00b4b00bff4de2130d6315495a4d3d9ae1b,1.0,2.0
16170075_frame_000066,included,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000066.json,d28574c78fb9ec8b6ecd929227466181c2215ac9c3936e963f4090ed0a9340b2,16170075,4,json_embedded,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000066.json,d28574c78fb9ec8b6ecd929227466181c2215ac9c3936e963f4090ed0a9340b2,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\images\16170075_frame_000066.png,32b9460a16b4d345e390951e810b30893858b1b561877dcbb8c15a35fd109b16,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\labels\16170075_frame_000066.txt,a3903d2241edc1e8e6521b51251464e39c5b6ec84fb9c90fd720fc5b93895e4f,1.0,2.0
16170075_frame_000069,included,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000069.json,4f9910f3f7a007eb613f6d1813e3f3f75d271a96bdb01b053829a682dac374fe,16170075,4,json_embedded,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000069.json,4f9910f3f7a007eb613f6d1813e3f3f75d271a96bdb01b053829a682dac374fe,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\images\16170075_frame_000069.png,7252ccfa010a1a8a828295a524cd26aa0cea7b4211f2b1d57eab55f96cd6debb,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\labels\16170075_frame_000069.txt,f473992b4593b2fe95c0c6138bcfe5975b35de63063adbe0d1460e0cc75b2f42,1.0,2.0
16170075_frame_000072,included,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000072.json,ebd992b7ce4a93e7a689fab6cf28bceadda860a8959969b6efff7c67f0c48e7d,16170075,4,json_embedded,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000072.json,ebd992b7ce4a93e7a689fab6cf28bceadda860a8959969b6efff7c67f0c48e7d,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\images\16170075_frame_000072.png,d46b58c6e020c5a07569169f2881aee5ff13a9fbef58adc1e29be089f89fe90f,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\labels\16170075_frame_000072.txt,0231c01d9c7cdc593e70dc47e1649efbfca5e95092d70dd35dc1352aa7d1e348,1.0,2.0
16170075_frame_000075,included,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000075.json,3dcd7d1f7d56b3cec669d7819b237bbd417353c240bd2e36da140de240c88bf6,16170075,4,json_embedded,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000075.json,3dcd7d1f7d56b3cec669d7819b237bbd417353c240bd2e36da140de240c88bf6,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\images\16170075_frame_000075.png,8b87484fca636437a98faca013bad89d61afdd68fce448319bfbbc03b421acb6,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\labels\16170075_frame_000075.txt,d962ca3dc593fa84bb887c979e2383cd5393f11b357dd4238fd58052aad26cbd,1.0,2.0
16170075_frame_000078,included,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000078.json,f82f86e269daee8fb01ec1f9e00384fc9af101c5ec1e75f313716caebe33bc7d,16170075,4,json_embedded,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000078.json,f82f86e269daee8fb01ec1f9e00384fc9af101c5ec1e75f313716caebe33bc7d,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\images\16170075_frame_000078.png,f18a99f514297604333112d5b2333bc621bcb7e04817421088e7c7d1921f6871,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\labels\16170075_frame_000078.txt,183a652dc1f57f60e1504c015f53150144554cb4653ec4cfba2ba2ebada84653,1.0,2.0
16170075_frame_000081,included,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000081.json,c848f07b601ccc7b756d5d9046589665503260f537952cd74b4b5d2f43423c09,16170075,4,json_embedded,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000081.json,c848f07b601ccc7b756d5d9046589665503260f537952cd74b4b5d2f43423c09,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\images\16170075_frame_000081.png,d91f4e3efd3f9bc05f42513e26e9cd28abcaddd2da9715d1f3352a771583c7be,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\labels\16170075_frame_000081.txt,cf4762ff5268424f5ec3647e1dae46392e84a0fb4b789606ec67c506dd416efa,1.0,2.0
16170075_frame_000084,included,,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000084.json,c9412f7b10c3ae0ce6b80e86d9487fb02641ed4cddfc4b3a7bae673efc844dfc,16170075,4,json_embedded,E:\real\use_code\yoloV8\Dataset_new\label_labelme_手工标注\16170075_frame_000084.json,c9412f7b10c3ae0ce6b80e86d9487fb02641ed4cddfc4b3a7bae673efc844dfc,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\images\16170075_frame_000084.png,de24c2c33abcc6a35aba5880a8757df87045a7d453b7944dec2bfa35912187da,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\legacy_annotation_audit_v1\confirmed_json_pose_v1\labels\16170075_frame_000084.txt,5e2079ff8b8b1d95b80f53992bfd506cfab1c2400b35d5f5eff40c78e6a1bc87,1.0,2.0
